website,year,rental_type,rent_without_expenses,square_meters,zip_code,street,area,rooms,geometry,StatistikdistriktNavn,counts
minlejebolig.dk,2023,apartment,9400,81,8000,Studsgade,Aarhus C,3,"LINESTRING (575117.9099097128 6224423.076683813, 575122.1895029024 6224432.874689457, 575136.4960427561 6224457.089760549, 575144.5769701662 6224469.397255395, 575154.818308782 6224483.924298457, 575165.3152685708 6224494.782088385, 575198.9500674544 6224523.466249807, 575229.1463492665 6224549.211009536, 575242.1088164999 6224560.498711957, 575253.5540483828 6224575.105738739, 575262.0307763192 6224597.071267718, 575267.0772330284 6224605.619527745, 575297.6198403009 6224642.741971578)",Stat dist: 00.20,147.0
minlejebolig.dk,2023,apartment,4500,12,8000,Amaliegade,Aarhus C,1,"LINESTRING (574980.3857185433 6223875.698101141, 574957.676663352 6223792.4250511285, 574945.340880285 6223747.834127482)",Stat dist: 00.60,78.0
minlejebolig.dk,2023,apartment,13400,91,8200,Jens Baggesens Vej,Aarhus N,4,"LINESTRING (573645.2680851927 6225132.782225302, 573652.8212785678 6225151.7483648, 573692.6074772963 6225217.325016862, 573727.8254782847 6225269.40441625, 573761.979765359 6225315.365061094, 573779.8979850142 6225339.340181028, 573797.717254538 6225361.035764954, 573834.3865241226 6225403.997020315, 573860.1712792363 6225433.271061669, 573866.3803999912 6225436.890324978, 573873.1090089368 6225438.120074666, 573881.2064280355 6225444.43878851)",Stat dist: 03.10,381.0
minlejebolig.dk,2023,apartment,8876,70,8200,Lyøgade,Aarhus N,3,"LINESTRING (574607.6570646733 6226041.537250845, 574593.0041993591 6226053.164884074, 574578.9285431458 6226064.802515267, 574568.5140417998 6226073.130820066, 574559.8641511333 6226078.829660083, 574551.2307521553 6226083.81864459, 574537.4601921809 6226089.417504958, 574523.9040241583 6226093.766619708, 574503.5285429027 6226100.045341692)",Stat dist: 05.70,65.0
minlejebolig.dk,2023,apartment,10495,84,8000,Guldsmedgade,Aarhus C,2,"LINESTRING (574971.0101935787 6224321.347390517, 574970.4412303222 6224330.945436861, 574971.4719608593 6224336.304346072, 574995.0220921688 6224382.145015336, 574999.3594062685 6224391.253161399, 575007.1269915954 6224411.679003778, 575008.7101937002 6224419.20747138, 575009.262665268 6224436.893871364, 575011.4313223179 6224489.603142545, 575014.5070222403 6224580.274686614)",Stat dist: 00.30,223.0
minlejebolig.dk,2023,apartment,8000,50,8000,Åboulevarden,Aarhus C,2,"LINESTRING (574853.6306000244 6224150.1222429, 574773.79433555 6224117.128958588, 574753.8641298865 6224108.570700596, 574693.1169949574 6224085.075482979, 574621.4276246476 6224058.520888091)",Stat dist: 00.50,150.0
minlejebolig.dk,2023,apartment,13450,89,8000,Søren Frichs Vej,Aarhus C,3,"LINESTRING (573892.9897395346 6223656.492719762, 573936.3463888433 6223642.2756136125, 573965.2563189452 6223632.587585582, 573976.5696173194 6223626.348855458, 574005.693939373 6223611.031973165)",Stat dist: 03.60,42.0
minlejebolig.dk,2023,apartment,12325,105,8230,Lokesvej,Åbyhøj,3,"LINESTRING (572385.1546515588 6223287.177892727, 572396.2370662928 6223278.989559438, 572452.6221495891 6223233.538810806, 572467.2337856818 6223221.7312142085, 572475.0838294516 6223218.6918328665, 572483.3626571249 6223218.861798271, 572490.1242494476 6223220.64143603, 572520.5843982772 6223230.26947627, 572558.2679067102 6223242.047078974, 572567.5032523217 6223244.746529508, 572596.8089829499 6223254.234598239, 572639.4070145832 6223267.841828527, 572652.5343987026 6223272.150951417, 572749.4807900912 6223302.884695653, 572860.3709041845 6223339.077328746)",Stat dist: 03.60,14.0
minlejebolig.dk,2023,apartment,10995,85,8000,Sønderport,Aarhus C,3,"LINESTRING (573516.3030804024 6222307.277348649, 573537.4289334889 6222261.696626473, 573540.2819956153 6222258.9371881485, 573544.1822799674 6222257.397501547, 573549.1545240779 6222256.487686737, 573554.5308145588 6222256.597664352, 573561.1934567501 6222256.527678597, 573562.5787585919 6222252.118576057, 573563.5270306859 6222234.662129266)",Stat dist: 02.00,57.0
minlejebolig.dk,2023,apartment,10500,92,8240,Nordre Strandvej,Risskov,9,"LINESTRING (578329.5095919827 6229234.897251652, 578322.6572953727 6229291.845659968)",Stat dist: 04.50,209.0
minlejebolig.dk,2023,apartment,5670,39,8240,Brassøvej,Risskov,1,"LINESTRING (576638.3611394615 6229425.618430908, 576654.4900109045 6229427.817983195, 576652.1152077473 6229449.183634278)",Stat dist: 04.40,1.0
minlejebolig.dk,2023,apartment,7000,62,8200,Ivar Huitfeldts Gade,Aarhus N,2,"LINESTRING (575424.7542676574 6225689.938817689, 575424.3996963527 6225700.636640178, 575410.1921066305 6225813.84359723, 575402.0946875318 6225880.739980664, 575385.2649193236 6226012.213219667, 575377.8436594572 6226079.599503384, 575348.620387272 6226118.321621608)",Stat dist: 01.00,583.0
minlejebolig.dk,2023,apartment,12095,89,8000,Ålborggade,Aarhus C,3,"LINESTRING (574272.9582446966 6222681.751125595, 574194.3176276451 6222669.32365517, 574116.0563194313 6222656.446276323, 574048.3909211379 6222645.798443658, 574036.4674302859 6222638.279974021, 574031.346760978 6222635.14061303, 574009.9735325626 6222614.474819492)",Stat dist: 01.90,269.0
minlejebolig.dk,2023,apartment,12800,96,8000,Thit Jensens Gade,Aarhus C,4,"LINESTRING (576118.69978608 6225173.1340118125, 576154.8083382525 6225142.640218737, 576198.1484958725 6225108.537160316, 576226.0441871261 6225085.75179821)",Stat dist: 00.11,5.0
minlejebolig.dk,2023,apartment,9495,94,8000,Marstrandsgade,Aarhus C,4,"LINESTRING (574469.7700563547 6224014.559836236, 574467.551924239 6224003.482091079, 574467.411744886 6223993.564109855, 574465.2430878362 6223991.124606409, 574407.4314734766 6223934.546122796, 574356.0021426021 6223884.326344886, 574306.1477679882 6223836.126155895)",Stat dist: 01.60,295.0
minlejebolig.dk,2023,apartment,8995,55,8000,Amaliegade,Aarhus C,2,"LINESTRING (574980.3857185433 6223875.698101141, 574957.676663352 6223792.4250511285, 574945.340880285 6223747.834127482)",Stat dist: 00.60,78.0
minlejebolig.dk,2023,apartment,13595,108,8270,Emiliedalen,Højbjerg,4,"LINESTRING (575265.6919311866 6218606.180696169, 575260.5877535674 6218593.403296972, 575252.8943808392 6218591.443695842, 575244.5413405673 6218587.784440673, 575237.7550107116 6218584.395130558, 575166.5026701494 6218549.162302098)",Stat dist: 02.50,140.0
minlejebolig.dk,2023,apartment,11100,81,8000,Tommy Seebachs Gade,Aarhus C,3,"LINESTRING (573573.1004559136 6223573.289655505, 573589.6910946373 6223463.472008569)",Stat dist: 01.60,1.0
minlejebolig.dk,2023,apartment,9900,103,8000,Daugbjergvej,Aarhus C,3,"LINESTRING (573787.3357365693 6223975.487789238, 573772.1303996873 6223974.268037515, 573732.1133173186 6223970.998702979, 573629.2546555697 6223963.360257762, 573489.2896944885 6223952.102549236, 573467.0011773563 6223951.262720181)",Stat dist: 01.60,219.0
minlejebolig.dk,2023,apartment,7500,60,8000,Mejlgade,Aarhus C,2,"LINESTRING (575469.1004182816 6224813.157284034, 575472.1843640483 6224818.806134228, 575484.5119012708 6224839.871846363, 575490.3334673439 6224851.349510117)",Stat dist: 00.20,399.0
minlejebolig.dk,2023,apartment,7000,60,8000,Skanderborgvej,Aarhus C,2,"LINESTRING (571572.0896664355 6220410.133506791, 571570.8445439468 6220409.243687911, 571584.1945658621 6220421.231247878, 571643.5316614164 6220464.852368925, 571678.4115827887 6220489.937262967, 571684.1754279516 6220494.73628614, 571683.0869765045 6220501.984810724, 571727.2929477757 6220532.368626186, 571765.3227816691 6220557.613487667, 571807.7311588837 6220588.927113869, 571844.087086385 6220619.010990383, 571905.5351180792 6220673.719854552, 571956.0656519253 6220717.3309776345)",Stat dist: 02.00,536.0
minlejebolig.dk,2023,apartment,9400,66,8000,Thorvaldsensgade,Aarhus C,2,"LINESTRING (574503.454330304 6224001.622469599, 574487.5645883456 6224006.301517192, 574478.1230966266 6224010.250713346, 574469.7700563547 6224014.559836236, 574456.4035427507 6224021.868348609, 574343.4519675835 6224090.524373874, 574336.7480961708 6224094.153635148, 574285.1291108775 6224126.527045634, 574282.1523610867 6224128.536636587, 574270.8473085568 6224133.645596674, 574259.8555981101 6224143.0036918605, 574251.4036077067 6224152.141831818, 574244.4358692765 6224160.950038933, 574237.8062104625 6224170.818030332, 574232.669049466 6224180.01615808, 574227.6968053555 6224190.044116918, 574216.3010485384 6224227.54648342, 574206.4802479818 6224259.390001764)",Stat dist: 01.60,268.0
minlejebolig.dk,2023,apartment,13640,97,8000,Tommy Seebachs Gade,Aarhus C,4,"LINESTRING (573573.1004559136 6223573.289655505, 573589.6910946373 6223463.472008569)",Stat dist: 01.60,1.0
minlejebolig.dk,2023,apartment,10300,72,8000,Ceresbyen,Aarhus C,3,"LINESTRING (573781.2173201016 6224059.870613358, 573800.0673201624 6224059.640660164, 573823.9637769323 6224055.731455872, 573850.8534751817 6224069.518649528, 573937.9625743253 6224109.740462494, 573961.6281474549 6224106.751070976, 573967.6063845695 6224109.510509301, 574030.3490138182 6224156.17101169, 574108.22276735 6224149.492371108, 574151.9257421191 6224176.386896806)",Distrikt ikke defineret,150.0
minlejebolig.dk,2023,apartment,6700,42,8240,Arresøvej,Risskov,2,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
minlejebolig.dk,2023,apartment,7995,57,8230,Søren Frichs Vej,Åbyhøj,2,"LINESTRING (573892.9897395346 6223656.492719762, 573936.3463888433 6223642.2756136125, 573965.2563189452 6223632.587585582, 573976.5696173194 6223626.348855458, 574005.693939373 6223611.031973165)",Stat dist: 03.60,42.0
minlejebolig.dk,2023,apartment,6174,49,8240,Eya Jensens Gade,Risskov,2,"LINESTRING (574723.906977559 6228706.7347576, 574691.2781716795 6228654.9852910545)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,7400,48,8200,Jens Baggesens Vej,Aarhus N,2,"LINESTRING (573645.2680851927 6225132.782225302, 573652.8212785678 6225151.7483648, 573692.6074772963 6225217.325016862, 573727.8254782847 6225269.40441625, 573761.979765359 6225315.365061094, 573779.8979850142 6225339.340181028, 573797.717254538 6225361.035764954, 573834.3865241226 6225403.997020315, 573860.1712792363 6225433.271061669, 573866.3803999912 6225436.890324978, 573873.1090089368 6225438.120074666, 573881.2064280355 6225444.43878851)",Stat dist: 03.10,381.0
minlejebolig.dk,2023,apartment,7999,55,8000,Gebauersgade,Aarhus C,2,"LINESTRING (574162.9669276315 6223646.034848431, 574279.6703619536 6223627.82855427)",Stat dist: 01.70,181.0
minlejebolig.dk,2023,apartment,8400,60,8240,Børglumvej,Risskov,3,"LINESTRING (574973.9374683037 6227450.160529651, 574983.5603685973 6227461.488223931, 575026.084187632 6227467.556988652, 575043.128347792 6227473.125855125, 575054.1447957715 6227479.784499777, 575129.1489954883 6227525.535187357, 575217.6763798507 6227580.803937563, 575228.7258112074 6227586.252828456, 575232.8487333554 6227594.381173955, 575246.6028016412 6227635.6927651, 575206.4125565423 6227648.770103246, 575201.9185714009 6227669.7058418365, 575154.3235581241 6227690.271655725, 575147.438278137 6227691.341437974, 575134.7149403881 6227687.812156349)",Stat dist: 04.81,616.0
minlejebolig.dk,2023,apartment,6595,51,8240,Tove Ditlevsens Gade,Risskov,2,"LINESTRING (576110.759038023 6229358.402112595, 576167.9851974376 6229384.526794991, 576187.412406599 6229393.514965476, 576196.1612473972 6229396.184422115, 576206.6087321203 6229395.22461748, 576221.9047732895 6229392.805109964, 576227.1408844175 6229391.935287014, 576237.4564356318 6229389.665748972, 576249.355188951 6229389.425797814, 576297.205823401 6229409.831644262)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,4805,33,8000,Fredensgade,Aarhus C,1,"LINESTRING (575127.9780855983 6223888.875418935, 575107.5036542112 6223831.477102197, 575066.8763793645 6223716.670470755, 575062.6627529293 6223707.002438654, 575062.3906400675 6223696.004677217, 575040.3577441084 6223632.827536741, 575028.3353031249 6223598.144596353)",Stat dist: 00.60,233.0
minlejebolig.dk,2023,apartment,9200,82,8240,Broloftet,Risskov,3,"LINESTRING (575347.5731650464 6227368.107231362, 575337.2658596763 6227401.910350835, 575349.6676094976 6227505.519261541, 575322.1512270817 6227550.3901282055)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,7500,42,8000,Dirch Passers Gade,Aarhus C,1,"LINESTRING (573717.7325648663 6223706.192603494, 573714.4424729922 6223693.025283664, 573710.814301502 6223681.237682996, 573708.3487940574 6223676.018745296, 573703.7393670959 6223667.660446603, 573699.2701194874 6223661.711657462, 573692.4343145661 6223654.683088107, 573674.2852112704 6223637.606563984, 573629.6834394732 6223596.414948419, 573625.3378795291 6223593.055632197, 573617.9083738184 6223587.9066802515)",Stat dist: 01.60,1.0
minlejebolig.dk,2023,apartment,11395,85,8240,Møllehatten,Risskov,4,"LINESTRING (575382.1397443354 6227588.362399059, 575235.2730115785 6227494.941414631)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,8300,64,8240,Arresøvej,Risskov,3,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
minlejebolig.dk,2023,apartment,10685,85,8240,Eya Jensens Gade,Risskov,4,"LINESTRING (574723.906977559 6228706.7347576, 574691.2781716795 6228654.9852910545)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,7670,60,8240,Doris Kæraas Gade,Risskov,2,"LINESTRING (574780.6466321601 6228671.60190879, 574714.6963694802 6228560.044615954)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,11250,87,8200,Langelandsgade,Aarhus N,4,"LINESTRING (574335.1071731559 6224936.702136837, 574426.1990150943 6224931.983097384, 574430.5280833498 6224926.564200385, 574350.7000647198 6224869.5058144545)",Stat dist: 01.40,384.0
minlejebolig.dk,2023,apartment,7564,60,8240,Eya Jensens Gade,Risskov,2,"LINESTRING (574723.906977559 6228706.7347576, 574691.2781716795 6228654.9852910545)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,12015,89,8240,Solbakken,Risskov,3,"LINESTRING (576834.5380211088 6227650.819686059, 576769.4123428586 6227672.395294406, 576691.0108552917 6227698.160050065, 576640.3071587153 6227715.436533487, 576631.4758594743 6227718.49591076, 576623.7495033689 6227721.2753450135, 576595.3178322361 6227733.632829684, 576585.3568523264 6227738.571824365, 576571.751209238 6227745.490416106, 576543.5998968113 6227760.6073391, 576538.6688819223 6227763.196812021, 576510.476340274 6227780.363317828, 576475.4150103272 6227800.439231434, 576445.020828252 6227817.76570468, 576390.4168473235 6227848.649418389, 576376.8524334566 6227857.037710977, 576303.6705653291 6227906.61761913, 576251.94438406 6227943.000213558, 576229.9857006996 6227948.009193994)",Stat dist: 04.60,97.0
minlejebolig.dk,2023,apartment,15000,121,8000,Amaliegade,Aarhus C,2,"LINESTRING (574980.3857185433 6223875.698101141, 574957.676663352 6223792.4250511285, 574945.340880285 6223747.834127482)",Stat dist: 00.60,78.0
minlejebolig.dk,2023,apartment,7160,67,8000,Nordborggade,Aarhus C,2,"LINESTRING (573632.3798305579 6222928.660867831, 573621.5035619314 6222923.38194234, 573612.746475289 6222920.172595593, 573608.2524901477 6222919.07281945, 573597.3185006111 6222917.443151164, 573534.0398914833 6222908.315009171)",Stat dist: 02.00,761.0
minlejebolig.dk,2023,apartment,11645,102,8240,Ellen Jensens Gade,Risskov,3,"LINESTRING (576502.3294461095 6227581.153866336, 576508.1345204939 6227600.389950886, 576527.883317583 6227664.986802384)",Stat dist: 04.60,1.0
minlejebolig.dk,2023,apartment,10380,83,8000,Rosenkrantzgade,Aarhus C,3,"LINESTRING (575040.3577441084 6223632.827536741, 575025.779091393 6223637.956492757, 574944.8626213159 6223666.490684705, 574931.9331374597 6223668.3803000795, 574871.6725073442 6223676.10872698, 574857.5556219093 6223677.638415617)",Stat dist: 01.70,167.0
minlejebolig.dk,2023,apartment,11500,69,8000,Åboulevarden,Aarhus C,3,"LINESTRING (574853.6306000244 6224150.1222429, 574773.79433555 6224117.128958588, 574753.8641298865 6224108.570700596, 574693.1169949574 6224085.075482979, 574621.4276246476 6224058.520888091)",Stat dist: 00.50,150.0
minlejebolig.dk,2023,apartment,11237,108,8260,Engtoften,Viby J,3,"LINESTRING (572544.8519180404 6220514.122340165, 572548.6697439495 6220502.044798514, 572550.4673380061 6220492.99664024, 572551.077530484 6220485.6581339715, 572551.217709837 6220478.2996317735, 572551.135251394 6220470.95112754, 572548.9088734342 6220444.0765977735, 572543.1532741155 6220351.695401698, 572543.4995995759 6220345.856590171, 572545.2147351895 6220340.91759549, 572548.0513056273 6220337.29833218, 572552.7349451875 6220333.929017995, 572557.1547177301 6220332.069396515, 572561.0879854594 6220331.28955525, 572636.1581519307 6220326.080615514, 572642.1446348896 6220326.420546322, 572646.5066865222 6220327.370352992, 572650.6048711373 6220330.25976486, 572654.0021589873 6220333.359133992, 572656.2202911029 6220337.508289444, 572657.729280609 6220342.73722511, 572658.2982438655 6220349.025945058, 572664.7794774822 6220440.22738127, 572664.6475439735 6220446.926017782, 572664.3836769561 6220454.424491489, 572663.7075177238 6220459.623433259, 572662.6767871868 6220464.84237096, 572645.0636637703 6220539.257224032)",Stat dist: 02.30,202.0
minlejebolig.dk,2023,apartment,10280,91,8240,Broloftet,Risskov,3,"LINESTRING (575347.5731650464 6227368.107231362, 575337.2658596763 6227401.910350835, 575349.6676094976 6227505.519261541, 575322.1512270817 6227550.3901282055)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,7804,61,8240,Doris Kæraas Gade,Risskov,3,"LINESTRING (574780.6466321601 6228671.60190879, 574714.6963694802 6228560.044615954)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,7777,64,8240,Eya Jensens Gade,Risskov,2,"LINESTRING (574723.906977559 6228706.7347576, 574691.2781716795 6228654.9852910545)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,11834,105,8260,Engtoften,Viby J,4,"LINESTRING (572544.8519180404 6220514.122340165, 572548.6697439495 6220502.044798514, 572550.4673380061 6220492.99664024, 572551.077530484 6220485.6581339715, 572551.217709837 6220478.2996317735, 572551.135251394 6220470.95112754, 572548.9088734342 6220444.0765977735, 572543.1532741155 6220351.695401698, 572543.4995995759 6220345.856590171, 572545.2147351895 6220340.91759549, 572548.0513056273 6220337.29833218, 572552.7349451875 6220333.929017995, 572557.1547177301 6220332.069396515, 572561.0879854594 6220331.28955525, 572636.1581519307 6220326.080615514, 572642.1446348896 6220326.420546322, 572646.5066865222 6220327.370352992, 572650.6048711373 6220330.25976486, 572654.0021589873 6220333.359133992, 572656.2202911029 6220337.508289444, 572657.729280609 6220342.73722511, 572658.2982438655 6220349.025945058, 572664.7794774822 6220440.22738127, 572664.6475439735 6220446.926017782, 572664.3836769561 6220454.424491489, 572663.7075177238 6220459.623433259, 572662.6767871868 6220464.84237096, 572645.0636637703 6220539.257224032)",Stat dist: 02.30,202.0
minlejebolig.dk,2023,apartment,11929,92,8000,Skolegade,Aarhus C,4,"LINESTRING (575247.8231865971 6224164.899235086, 575243.9806231551 6224141.384021539, 575243.3127097671 6224123.947570679, 575243.9971148437 6224107.071005855, 575246.3801638453 6224084.97550333, 575250.494840149 6224047.293173459, 575252.8119223962 6224033.585963522, 575264.059254016 6223995.133790351, 575264.3973336321 6223978.577160405, 575264.3808419436 6223961.580620002, 575265.00752611 6223953.362292819, 575266.7391534122 6223938.545308773)",Stat dist: 00.50,120.0
minlejebolig.dk,2023,apartment,9900,72,8000,Vesterport,Aarhus C,3,"LINESTRING (574543.9661633305 6224248.052309518, 574539.9339454698 6224270.857667553, 574538.3672350536 6224280.585687443, 574536.1326112493 6224290.293711402, 574533.9144791337 6224298.72199585, 574531.3747590905 6224306.660380015, 574529.3875106152 6224312.379215962, 574525.6191597718 6224321.717315219, 574521.4962376239 6224332.025217076, 574518.997746802 6224337.574087619, 574516.1364388313 6224343.062970373)",Stat dist: 00.40,54.0
minlejebolig.dk,2023,apartment,4900,29,8260,Christian X's Vej,Viby J,1,"LINESTRING (573011.7563596157 6221621.596916918, 573017.0996667196 6221595.132303713, 573011.6574094841 6221475.956561591, 573007.3200953844 6221411.409699918, 573004.4587874137 6221388.244415144, 573000.3688486429 6221358.300510139, 572994.1267445107 6221323.137667434, 572990.5892773077 6221305.501257275, 572985.7572125503 6221283.245787311, 572979.539845951 6221257.081113055, 572968.6305939474 6221209.280842662, 572959.3787566472 6221173.508124095, 572941.881075051 6221099.863114324, 572932.8518755469 6221062.240772243, 572913.4823872953 6220980.1974719195, 572902.4659393159 6220936.646336627, 572878.2231570855 6220832.677499183, 572869.1692200485 6220792.065765584, 572854.2359960283 6220731.3481244845, 572840.0366521504 6220674.589677502, 572837.9751910764 6220665.361555859, 572827.8740318138 6220619.840821474, 572815.6454447227 6220568.151342718, 572801.1492504503 6220508.3735103225, 572786.9993816382 6220450.975193583, 572758.74911908 6220332.789249991, 572757.2896046396 6220324.15100828, 572756.1846615039 6220317.802300541, 572755.5579773374 6220308.7041524425, 572756.102203061 6220302.015513896, 572758.1141890693 6220292.077536742)",Stat dist: 02.20,276.0
minlejebolig.dk,2023,apartment,8995,68,8200,Niels Juels Gade,Aarhus N,2,"LINESTRING (575700.7179387133 6225614.164241385, 575621.5908168484 6225635.799837522, 575559.1285463058 6225652.566424732, 575501.4571112993 6225668.803119799, 575484.9901602401 6225673.122240655, 575436.2077453847 6225686.499517749, 575424.7542676574 6225689.938817689, 575328.0140223762 6225717.203268089, 575239.6680465883 6225740.958432795)",Stat dist: 01.00,499.0
minlejebolig.dk,2023,apartment,9996,86,8240,Eya Jensens Gade,Risskov,4,"LINESTRING (574723.906977559 6228706.7347576, 574691.2781716795 6228654.9852910545)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,12650,85,8000,Ceresbyen,Aarhus C,4,"LINESTRING (573781.2173201016 6224059.870613358, 573800.0673201624 6224059.640660164, 573823.9637769323 6224055.731455872, 573850.8534751817 6224069.518649528, 573937.9625743253 6224109.740462494, 573961.6281474549 6224106.751070976, 573967.6063845695 6224109.510509301, 574030.3490138182 6224156.17101169, 574108.22276735 6224149.492371108, 574151.9257421191 6224176.386896806)",Distrikt ikke defineret,150.0
minlejebolig.dk,2023,apartment,13003,99,8200,Katrinebjergvej,Aarhus N,4,"LINESTRING (574464.7318454898 6225864.523281527, 574341.5389317068 6225897.116647242, 574337.7046141091 6225898.196427455, 574274.7640845974 6225917.232552707, 574110.4161619329 6225963.573120219, 573960.7623338038 6226005.354615715, 573876.8691139357 6226028.799843508, 573796.2742317863 6226051.845152701, 573613.2742093239 6226102.4648492085, 573528.7460594452 6226126.83988774, 573441.4720434158 6226151.584850974, 573384.5344885516 6226167.471617269, 573374.2601665587 6226169.05129573, 573364.7856914625 6226168.501407658, 573335.5459275887 6226160.623011283)",Stat dist: 05.80,118.0
minlejebolig.dk,2023,apartment,8400,61,8000,Finderupvej,Aarhus C,2,"LINESTRING (573467.0011773563 6223951.262720181, 573351.9716494264 6223946.223745849, 573329.5759363184 6223946.003790621, 573320.5467368142 6223947.413503678, 573314.1562074848 6223950.252925721, 573309.2087009071 6223954.272107628, 573304.9785827833 6223958.9811491165, 573301.1854944071 6223966.209677771, 573299.0745582673 6223974.158059901, 573293.7147594749 6224028.357027858, 573289.3939370638 6224087.794929444)",Stat dist: 03.30,377.0
minlejebolig.dk,2023,apartment,8600,69,8240,Kværnloftet,Risskov,2,"LINESTRING (575269.798361646 6227390.302713536, 575271.4557763495 6227421.826297002, 575269.3860694312 6227437.01320575, 575268.1656844754 6227447.151142202, 575248.3674123206 6227473.895698425, 575235.2730115785 6227494.941414631)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,13265,111,8260,Engtoften,Viby J,4,"LINESTRING (572544.8519180404 6220514.122340165, 572548.6697439495 6220502.044798514, 572550.4673380061 6220492.99664024, 572551.077530484 6220485.6581339715, 572551.217709837 6220478.2996317735, 572551.135251394 6220470.95112754, 572548.9088734342 6220444.0765977735, 572543.1532741155 6220351.695401698, 572543.4995995759 6220345.856590171, 572545.2147351895 6220340.91759549, 572548.0513056273 6220337.29833218, 572552.7349451875 6220333.929017995, 572557.1547177301 6220332.069396515, 572561.0879854594 6220331.28955525, 572636.1581519307 6220326.080615514, 572642.1446348896 6220326.420546322, 572646.5066865222 6220327.370352992, 572650.6048711373 6220330.25976486, 572654.0021589873 6220333.359133992, 572656.2202911029 6220337.508289444, 572657.729280609 6220342.73722511, 572658.2982438655 6220349.025945058, 572664.7794774822 6220440.22738127, 572664.6475439735 6220446.926017782, 572664.3836769561 6220454.424491489, 572663.7075177238 6220459.623433259, 572662.6767871868 6220464.84237096, 572645.0636637703 6220539.257224032)",Stat dist: 02.30,202.0
minlejebolig.dk,2023,apartment,7777,61,8240,Doris Kæraas Gade,Risskov,3,"LINESTRING (574780.6466321601 6228671.60190879, 574714.6963694802 6228560.044615954)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,8295,58,8230,Søren Frichs Vej,Åbyhøj,2,"LINESTRING (573892.9897395346 6223656.492719762, 573936.3463888433 6223642.2756136125, 573965.2563189452 6223632.587585582, 573976.5696173194 6223626.348855458, 574005.693939373 6223611.031973165)",Stat dist: 03.60,42.0
minlejebolig.dk,2023,apartment,8800,73,8240,Broloftet,Risskov,2,"LINESTRING (575347.5731650464 6227368.107231362, 575337.2658596763 6227401.910350835, 575349.6676094976 6227505.519261541, 575322.1512270817 6227550.3901282055)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,7644,61,8240,Eya Jensens Gade,Risskov,2,"LINESTRING (574723.906977559 6228706.7347576, 574691.2781716795 6228654.9852910545)",Stat dist: 04.81,1.0
minlejebolig.dk,2023,apartment,7912,57,8240,Vikærsvej,Risskov,2,"LINESTRING (575363.438169472 6228469.113124796, 575366.2747399098 6228459.944990943, 575388.3076358689 6228365.054305668, 575392.4388038612 6228346.028178382, 575395.8773209327 6228326.262201688, 575397.9222903181 6228305.656395941, 575401.0144819291 6228256.736353474, 575406.613410206 6228174.843022625, 575406.4897225416 6228157.926465941, 575410.1343857205 6228104.4073596, 575410.0436814333 6228098.098643721, 575410.175614942 6228090.840121172, 575407.8997619163 6228075.643214459, 575404.6838826408 6228060.866222273, 575390.1959342127 6228019.544633163, 575358.4906628943 6227936.841467153, 575336.226883295 6227879.543130063)",Stat dist: 04.81,89.0
minlejebolig.dk,2023,apartment,10695,98,8240,Brassøvej,Risskov,4,"LINESTRING (576638.3611394615 6229425.618430908, 576654.4900109045 6229427.817983195, 576652.1152077473 6229449.183634278)",Stat dist: 04.40,1.0
minlejebolig.dk,2023,apartment,7100,51,8240,Arresøvej,Risskov,2,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
minlejebolig.dk,2023,apartment,9000,82,8240,Kværnloftet,Risskov,2,"LINESTRING (575269.798361646 6227390.302713536, 575271.4557763495 6227421.826297002, 575269.3860694312 6227437.01320575, 575268.1656844754 6227447.151142202, 575248.3674123206 6227473.895698425, 575235.2730115785 6227494.941414631)",Stat dist: 04.81,1.0
