website,year,rental_type,rent_without_expenses,square_meters,zip_code,street,area,rooms,geometry,StatistikdistriktNavn,counts
boligportal.dk,2023,apartment,9800,80,8000,Rudolph Wulffs Gade,Aarhus C,3,"LINESTRING (573694.7019217474 6222385.621401943, 573681.3601456764 6222385.961332751, 573674.6727659523 6222380.05253547, 573597.4009590541 6222296.389564825, 573565.5967376042 6222262.466469773, 573561.1934567501 6222256.527678597)",Stat dist: 02.00,250.0
boligportal.dk,2023,apartment,7800,70,8270,Hørhavevej,Højbjerg,1,"LINESTRING (575961.8638275692 6219010.818333347, 575970.7198643432 6218987.633052644, 575973.8532851756 6218981.054391712, 575983.4514479362 6218961.778315302, 575987.038390205 6218953.8099372415)",Stat dist: 02.50,92.0
boligportal.dk,2023,apartment,9500,76,8000,Møllegade,Aarhus C,3,"LINESTRING (574613.4621390577 6224153.471561156, 574499.7931754366 6224142.913710176)",Stat dist: 00.90,41.0
boligportal.dk,2023,apartment,6200,57,8200,Hvidkløvervej,Aarhus N,2,"LINESTRING (574490.7309925553 6226019.671701514, 574375.775677224 6226051.505221893)",Stat dist: 05.70,159.0
boligportal.dk,2023,apartment,8100,77,8200,Hvidkløvervej,Aarhus N,3,"LINESTRING (574490.7309925553 6226019.671701514, 574375.775677224 6226051.505221893)",Stat dist: 05.70,159.0
boligportal.dk,2023,apartment,6300,58,8200,Lucernevej,Aarhus N,2,"LINESTRING (574503.5285429027 6226100.045341692, 574493.2212375327 6226102.864767807, 574394.8648067694 6226129.54933624)",Stat dist: 05.70,45.0
boligportal.dk,2023,apartment,7000,42,8000,Gebauersgade,Aarhus C,1,"LINESTRING (574162.9669276315 6223646.034848431, 574279.6703619536 6223627.82855427)",Stat dist: 01.70,181.0
boligportal.dk,2023,apartment,8595,69,8200,Brendstrupgårdsvej,Aarhus N,2,"LINESTRING (573576.7451190924 6228153.067454979, 573594.836501478 6228119.43430091, 573614.1730063523 6228082.121895742, 573651.3700099717 6228003.25794827, 573664.5303774682 6227977.573176332)",Stat dist: 05.22,170.0
boligportal.dk,2023,apartment,9095,69,8200,Brendstrupgårdsvej,Aarhus N,3,"LINESTRING (573576.7451190924 6228153.067454979, 573594.836501478 6228119.43430091, 573614.1730063523 6228082.121895742, 573651.3700099717 6228003.25794827, 573664.5303774682 6227977.573176332)",Stat dist: 05.22,170.0
boligportal.dk,2023,apartment,7700,89,8220,Hoffmannsvej,Brabrand,3,"LINESTRING (568553.6076575791 6223885.076192257, 568555.8010521618 6223898.583442895, 568546.5492148617 6223899.803194618, 568541.379070488 6223901.312887325, 568532.9600634618 6223903.962348035, 568524.9615944946 6223906.821766009, 568504.22329609 6223914.250253961, 568491.0216993721 6223919.819120434, 568474.3733397383 6223926.72771421, 568463.2909250044 6223933.546326301, 568451.9776266302 6223941.774651449, 568445.3974428821 6223948.883204524, 568435.5024297268 6223962.490434811, 568429.4912092349 6223973.428208459, 568426.7535889286 6223981.426580414, 568425.0961742251 6223989.2349910345, 568424.5272109688 6223996.273558355, 568424.6014235674 6224003.112166376, 568425.3353037097 6224009.360894465, 568426.9349975032 6224015.429659186, 568428.9634752 6224021.308462572, 568431.4537201774 6224025.377634305)",Stat dist: 06.31,141.0
boligportal.dk,2023,apartment,9350,85,8220,Hoffmannsvej,Brabrand,3,"LINESTRING (568553.6076575791 6223885.076192257, 568555.8010521618 6223898.583442895, 568546.5492148617 6223899.803194618, 568541.379070488 6223901.312887325, 568532.9600634618 6223903.962348035, 568524.9615944946 6223906.821766009, 568504.22329609 6223914.250253961, 568491.0216993721 6223919.819120434, 568474.3733397383 6223926.72771421, 568463.2909250044 6223933.546326301, 568451.9776266302 6223941.774651449, 568445.3974428821 6223948.883204524, 568435.5024297268 6223962.490434811, 568429.4912092349 6223973.428208459, 568426.7535889286 6223981.426580414, 568425.0961742251 6223989.2349910345, 568424.5272109688 6223996.273558355, 568424.6014235674 6224003.112166376, 568425.3353037097 6224009.360894465, 568426.9349975032 6224015.429659186, 568428.9634752 6224021.308462572, 568431.4537201774 6224025.377634305)",Stat dist: 06.31,141.0
boligportal.dk,2023,apartment,6950,61,8220,Hoffmannsvej,Brabrand,2,"LINESTRING (568553.6076575791 6223885.076192257, 568555.8010521618 6223898.583442895, 568546.5492148617 6223899.803194618, 568541.379070488 6223901.312887325, 568532.9600634618 6223903.962348035, 568524.9615944946 6223906.821766009, 568504.22329609 6223914.250253961, 568491.0216993721 6223919.819120434, 568474.3733397383 6223926.72771421, 568463.2909250044 6223933.546326301, 568451.9776266302 6223941.774651449, 568445.3974428821 6223948.883204524, 568435.5024297268 6223962.490434811, 568429.4912092349 6223973.428208459, 568426.7535889286 6223981.426580414, 568425.0961742251 6223989.2349910345, 568424.5272109688 6223996.273558355, 568424.6014235674 6224003.112166376, 568425.3353037097 6224009.360894465, 568426.9349975032 6224015.429659186, 568428.9634752 6224021.308462572, 568431.4537201774 6224025.377634305)",Stat dist: 06.31,141.0
boligportal.dk,2023,apartment,3300,28,8220,Hoffmannsvej,Brabrand,1,"LINESTRING (568553.6076575791 6223885.076192257, 568555.8010521618 6223898.583442895, 568546.5492148617 6223899.803194618, 568541.379070488 6223901.312887325, 568532.9600634618 6223903.962348035, 568524.9615944946 6223906.821766009, 568504.22329609 6223914.250253961, 568491.0216993721 6223919.819120434, 568474.3733397383 6223926.72771421, 568463.2909250044 6223933.546326301, 568451.9776266302 6223941.774651449, 568445.3974428821 6223948.883204524, 568435.5024297268 6223962.490434811, 568429.4912092349 6223973.428208459, 568426.7535889286 6223981.426580414, 568425.0961742251 6223989.2349910345, 568424.5272109688 6223996.273558355, 568424.6014235674 6224003.112166376, 568425.3353037097 6224009.360894465, 568426.9349975032 6224015.429659186, 568428.9634752 6224021.308462572, 568431.4537201774 6224025.377634305)",Stat dist: 06.31,141.0
boligportal.dk,2023,apartment,7475,65,8381,Stavnsvej,Tilst,3,"LINESTRING (569347.3773670498 6226975.4371582195, 569345.8106566335 6227005.021136487, 569344.2604379058 6227032.585525835, 569345.6704772805 6227058.8901716005, 569346.800157949 6227079.815912226, 569348.1607222579 6227098.782051723, 569349.3068946151 6227106.760427748, 569351.4260765992 6227115.068736616, 569355.1779357538 6227123.407039379, 569358.4103067179 6227128.166070691, 569361.477760796 6227131.665358421, 569370.0451930196 6227139.183828059, 569376.2213303973 6227143.3929713, 569399.2932027377 6227156.790244323, 569403.0862911139 6227159.539684683)",Stat dist: 06.10,263.0
boligportal.dk,2023,room,3000,16,8520,Møgelgårdsvej,Lystrup,1,"LINESTRING (576737.2617959483 6232485.395622109, 576732.2730601492 6232499.362779135, 576729.5519315315 6232507.081208071, 576726.0721852386 6232513.489903599, 576720.7948448891 6232520.968381377, 576712.6561965689 6232533.015929134)",Stat dist: 04.30,65.0
boligportal.dk,2023,apartment,7100,53,8240,Bytoften,Risskov,2,"LINESTRING (575392.4388038612 6228346.028178382, 575334.5199935257 6228340.939214225)",Stat dist: 04.81,1.0
boligportal.dk,2023,apartment,10000,85,8000,Vestre Ringgade,Aarhus C,3,"LINESTRING (573464.3954905588 6224537.973296939, 573567.5839860796 6224537.473398692)",Stat dist: 01.50,579.0
boligportal.dk,2023,apartment,15500,122,8200,Nordre Ringgade,Aarhus N,3,"LINESTRING (574416.4194437593 6225714.973721907, 574496.461854341 6225748.83682917, 574539.3732280576 6225764.743591394, 574557.514085509 6225770.962325589, 574582.6226813904 6225779.170654807, 574620.2484689133 6225790.388371473, 574659.3337708765 6225801.126185822, 574742.6003065781 6225822.001936623, 574795.9179357963 6225835.509187262, 574895.1731635879 6225864.413303913, 574936.8888898817 6225876.8607702665, 574973.360259203 6225887.108684333, 574978.0274070746 6225888.458409601, 575019.2566285549 6225900.535951252, 575037.9829409511 6225907.164602009, 575052.4543976907 6225912.843446096, 575083.491755621 6225926.22072319, 575107.915946426 6225936.818566031, 575128.3573944359 6225947.57637631, 575181.1060603977 6225987.658217766, 575190.4980770509 6225993.886949926, 575231.6860693097 6226028.1199818915, 575270.8455838716 6226058.743748512, 575348.620387272 6226118.321621608, 575397.4522771932 6226155.564041021, 575454.9835328467 6226199.975001299, 575468.1274086547 6226218.061319881, 575486.0126449327 6226248.145196395, 575532.3542898765 6226328.538832503, 575575.3481220362 6226402.483781222, 575591.6831395867 6226431.277920259, 575599.7475753082 6226444.025325561, 575615.8022341526 6226469.480144307, 575622.2257468592 6226482.1275699595, 575631.2384546748 6226504.882938171, 575640.6717005494 6226540.0957707, 575645.1244564693 6226574.368794525)",Stat dist: 01.00,178.0
boligportal.dk,2023,apartment,14500,115,8200,Otte Ruds Gade,Aarhus N,3,"LINESTRING (575722.8992598697 6225812.843800736, 575667.2398108713 6225824.861354597, 575520.4802740903 6225855.015216866, 575402.0946875318 6225880.739980664, 575388.4148318447 6225883.439431199, 575297.6858070553 6225900.505957357, 575230.6058637069 6225914.383132698, 575226.1201244099 6225914.99300856, 575221.6343851128 6225915.262953613, 575217.1568916601 6225914.99300856, 575212.6958898959 6225914.383132698, 575199.9725521471 6225911.45372897)",Stat dist: 01.00,533.0
boligportal.dk,2023,apartment,6975,59,8200,Otte Ruds Gade,Aarhus N,2,"LINESTRING (575722.8992598697 6225812.843800736, 575667.2398108713 6225824.861354597, 575520.4802740903 6225855.015216866, 575402.0946875318 6225880.739980664, 575388.4148318447 6225883.439431199, 575297.6858070553 6225900.505957357, 575230.6058637069 6225914.383132698, 575226.1201244099 6225914.99300856, 575221.6343851128 6225915.262953613, 575217.1568916601 6225914.99300856, 575212.6958898959 6225914.383132698, 575199.9725521471 6225911.45372897)",Stat dist: 01.00,533.0
boligportal.dk,2023,apartment,8200,73,8000,Skanderborgvej,Aarhus C,2,"LINESTRING (571572.0896664355 6220410.133506791, 571570.8445439468 6220409.243687911, 571584.1945658621 6220421.231247878, 571643.5316614164 6220464.852368925, 571678.4115827887 6220489.937262967, 571684.1754279516 6220494.73628614, 571683.0869765045 6220501.984810724, 571727.2929477757 6220532.368626186, 571765.3227816691 6220557.613487667, 571807.7311588837 6220588.927113869, 571844.087086385 6220619.010990383, 571905.5351180792 6220673.719854552, 571956.0656519253 6220717.3309776345)",Stat dist: 02.00,536.0
boligportal.dk,2023,apartment,8000,60,8000,Montanagade,Aarhus C,3,"LINESTRING (574547.6190723537 6223213.3229256915, 574548.6992779565 6223095.576892557, 574550.4556427916 6222995.337296036, 574550.6205596775 6222923.581901639, 574553.1272963434 6222879.010973923)",Stat dist: 01.80,290.0
boligportal.dk,2023,apartment,3120,32,8200,Jordbrovej,Aarhus N,1,"LINESTRING (574495.513582247 6225901.555743676, 574481.223534082 6225914.073195784, 574478.7003057273 6225917.052589338, 574476.548140366 6225920.21194626, 574476.4821736116 6225923.771221779, 574476.7048114076 6225931.59962833, 574478.4364387098 6225942.617385698, 574490.7309925553 6226019.671701514, 574503.5285429027 6226100.045341692, 574516.6806645549 6226177.659543546)",Stat dist: 05.70,266.0
boligportal.dk,2023,room,3500,14,8200,Brendstrupvej,Aarhus N,1,"LINESTRING (573471.1076078158 6226476.098797099, 573457.1638851111 6226499.094116468, 573454.4674940263 6226502.023520197, 573450.55896383 6226503.863145746, 573446.0319953115 6226504.103096905, 573441.9915316064 6226502.633396058, 573439.1796987015 6226499.454043206, 573437.2254336033 6226496.154714775, 573435.2711685051 6226486.8566073775)",Stat dist: 05.70,165.0
boligportal.dk,2023,apartment,10513,71,8000,Sandgravvej,Aarhus C,3,"LINESTRING (575634.4460881059 6225174.44374522, 575576.7004405007 6225199.598625017)",Stat dist: 01.10,35.0
boligportal.dk,2023,apartment,7500,58,8000,Daugbjergvej,Aarhus C,2,"LINESTRING (573787.3357365693 6223975.487789238, 573772.1303996873 6223974.268037515, 573732.1133173186 6223970.998702979, 573629.2546555697 6223963.360257762, 573489.2896944885 6223952.102549236, 573467.0011773563 6223951.262720181)",Stat dist: 01.60,219.0
boligportal.dk,2023,room,3300,18,8000,Rudolph Wulffs Gade,Aarhus C,1,"LINESTRING (573694.7019217474 6222385.621401943, 573681.3601456764 6222385.961332751, 573674.6727659523 6222380.05253547, 573597.4009590541 6222296.389564825, 573565.5967376042 6222262.466469773, 573561.1934567501 6222256.527678597)",Stat dist: 02.00,250.0
boligportal.dk,2023,room,2000,12,8200,Steen Billes Gade,Aarhus N,1,"LINESTRING (575454.2166693272 6226063.1028612275, 575456.2863762456 6226099.105532988, 575460.9700158057 6226173.050481707, 575456.9625354778 6226186.6177201355)",Stat dist: 01.00,114.0
boligportal.dk,2023,apartment,7800,50,8200,Bøgegade,Aarhus N,2,"LINESTRING (574718.7945540954 6226258.1031694785, 574717.6648734268 6226264.78181006, 574711.6701446236 6226282.828136783)",Stat dist: 05.70,12.0
boligportal.dk,2023,apartment,9500,56,8000,Rosenkrantzgade,Aarhus C,2,"LINESTRING (575040.3577441084 6223632.827536741, 575025.779091393 6223637.956492757, 574944.8626213159 6223666.490684705, 574931.9331374597 6223668.3803000795, 574871.6725073442 6223676.10872698, 574857.5556219093 6223677.638415617)",Stat dist: 01.70,167.0
boligportal.dk,2023,apartment,10950,100,8000,Fåborggade,Aarhus C,3,"LINESTRING (574749.4526031881 6222710.595254456, 574750.4998254137 6222701.307145023, 574751.316163999 6222693.0288300505, 574751.3656390648 6222690.599324569, 574749.89787878 6222688.349782457, 574747.1190292523 6222686.88008161, 574724.2945322408 6222684.800504902, 574721.2518156957 6222686.160228134, 574720.3530186673 6222687.959861824, 574719.6521219022 6222690.579328639, 574718.448228635 6222707.545875148)",Stat dist: 01.80,251.0
boligportal.dk,2023,apartment,10900,58,8000,Esther Aggebos Gade,Aarhus C,2,"LINESTRING (576120.4561509151 6225307.836593492, 576094.3992829396 6225341.139814718, 576068.6392653588 6225371.903552848)",Stat dist: 00.11,41.0
boligportal.dk,2023,room,4100,20,8200,Vejlby Ringvej,Aarhus N,1,"LINESTRING (574687.7654420093 6227209.569501258, 574708.9077867845 6227213.568687236, 574732.6723100457 6227218.527677847, 574773.1099304735 6227244.40241112, 574787.1278657768 6227255.0002539605, 574861.4394145728 6227300.960898804, 574939.7172144752 6227348.30126281, 574944.1534787065 6227350.440827307, 574947.7404209753 6227350.220872079, 574951.0057753165 6227348.811159021)",Stat dist: 05.60,33.0
boligportal.dk,2023,apartment,9400,82,8240,Borresøvej,Risskov,3,"LINESTRING (576491.8159946321 6229500.483192402, 576504.4568739379 6229553.162469687)",Stat dist: 04.40,1.0
boligportal.dk,2023,apartment,7600,64,8240,Brassøvej,Risskov,2,"LINESTRING (576638.3611394615 6229425.618430908, 576654.4900109045 6229427.817983195, 576652.1152077473 6229449.183634278)",Stat dist: 04.40,1.0
boligportal.dk,2023,apartment,7500,614,8240,Brassøvej,Risskov,2,"LINESTRING (576638.3611394615 6229425.618430908, 576654.4900109045 6229427.817983195, 576652.1152077473 6229449.183634278)",Stat dist: 04.40,1.0
boligportal.dk,2023,apartment,7400,64,8240,Brassøvej,Risskov,2,"LINESTRING (576638.3611394615 6229425.618430908, 576654.4900109045 6229427.817983195, 576652.1152077473 6229449.183634278)",Stat dist: 04.40,1.0
boligportal.dk,2023,apartment,11900,103,8240,Borresøvej,Risskov,4,"LINESTRING (576491.8159946321 6229500.483192402, 576504.4568739379 6229553.162469687)",Stat dist: 04.40,1.0
boligportal.dk,2023,apartment,7995,65,8200,Brendstrupgårdsvej,Aarhus N,3,"LINESTRING (573576.7451190924 6228153.067454979, 573594.836501478 6228119.43430091, 573614.1730063523 6228082.121895742, 573651.3700099717 6228003.25794827, 573664.5303774682 6227977.573176332)",Stat dist: 05.22,170.0
boligportal.dk,2023,apartment,7995,58,8200,Brendstrupgårdsvej,Aarhus N,3,"LINESTRING (573576.7451190924 6228153.067454979, 573594.836501478 6228119.43430091, 573614.1730063523 6228082.121895742, 573651.3700099717 6228003.25794827, 573664.5303774682 6227977.573176332)",Stat dist: 05.22,170.0
boligportal.dk,2023,apartment,8900,78,8000,Thorvaldsensgade,Aarhus C,2,"LINESTRING (574503.454330304 6224001.622469599, 574487.5645883456 6224006.301517192, 574478.1230966266 6224010.250713346, 574469.7700563547 6224014.559836236, 574456.4035427507 6224021.868348609, 574343.4519675835 6224090.524373874, 574336.7480961708 6224094.153635148, 574285.1291108775 6224126.527045634, 574282.1523610867 6224128.536636587, 574270.8473085568 6224133.645596674, 574259.8555981101 6224143.0036918605, 574251.4036077067 6224152.141831818, 574244.4358692765 6224160.950038933, 574237.8062104625 6224170.818030332, 574232.669049466 6224180.01615808, 574227.6968053555 6224190.044116918, 574216.3010485384 6224227.54648342, 574206.4802479818 6224259.390001764)",Stat dist: 01.60,268.0
boligportal.dk,2023,apartment,4900,56,8260,Moltkesvej,Viby J,2,"LINESTRING (571482.3418971172 6220193.667567807, 571501.5876977042 6220171.732032722, 571547.1130040627 6220124.061735873, 571576.5671598882 6220092.978062864, 571587.756770598 6220081.530393004, 571594.3534460348 6220074.191886736, 571595.9119106068 6220072.082316133, 571601.5685597939 6220064.363887197, 571606.2439535097 6220058.055171318, 571609.4021118751 6220052.066390317, 571612.7829080365 6220043.948042783, 571616.6007339455 6220033.350199943, 571619.3218625633 6220026.0416875705, 571630.4455065186 6219995.117982001, 571644.661342085 6219957.47564399)",Stat dist: 02.40,110.0
boligportal.dk,2023,room,3200,12,8471,Ranunkelvej,Sabro,1,"LINESTRING (564630.2019581413 6230021.837072328, 564683.7752085328 6230015.108441921, 564694.1649723458 6230015.608340167, 564715.0187125705 6230012.558960861, 564708.0509741403 6229971.087402276)",Stat dist: 08.00,231.0
boligportal.dk,2023,apartment,6895,61,8230,Erik Bøghs Vej,Åbyhøj,2,"LINESTRING (571595.1450470872 6224347.342099369, 571492.1214684524 6224307.230264016, 571383.4742240076 6224264.838892657, 571338.7735020787 6224247.152492673, 571332.8694775627 6224244.143105226, 571323.3207898679 6224238.164322189, 571283.8231956898 6224209.560144487)",Stat dist: 03.71,107.0
boligportal.dk,2023,apartment,12995,60,8260,Skanderborgvej,Viby J,3,"LINESTRING (571572.0896664355 6220410.133506791, 571570.8445439468 6220409.243687911, 571584.1945658621 6220421.231247878, 571643.5316614164 6220464.852368925, 571678.4115827887 6220489.937262967, 571684.1754279516 6220494.73628614, 571683.0869765045 6220501.984810724, 571727.2929477757 6220532.368626186, 571765.3227816691 6220557.613487667, 571807.7311588837 6220588.927113869, 571844.087086385 6220619.010990383, 571905.5351180792 6220673.719854552, 571956.0656519253 6220717.3309776345)",Stat dist: 02.00,536.0
boligportal.dk,2023,apartment,7600,59,8200,Randersvej,Aarhus N,2,"LINESTRING (571566.7546051759 6234880.868030628, 571677.4055897846 6234897.834577137)",Stat dist: 05.70,361.0
boligportal.dk,2023,apartment,7500,64,8000,Vesterbrogade,Aarhus C,2,"LINESTRING (574417.7882539124 6224330.065615946, 574232.6030827117 6224267.718306561, 574206.4802479818 6224259.390001764)",Stat dist: 01.50,217.0
boligportal.dk,2023,apartment,11900,104,8000,Harald Jensens Plads,Aarhus C,4,"LINESTRING (573961.1911177072 6222798.767307289, 573975.6048535367 6222784.460219455, 573979.571104643 6222779.491230878, 573982.688033787 6222774.512244337, 573984.5433487536 6222769.393286286, 573986.5718264504 6222757.865632706, 573988.4353872613 6222746.347977092, 573990.7854528857 6222734.930301127, 573991.321432765 6222729.891326795, 573989.4496261098 6222726.831949523, 573945.2024256171 6222682.440985176, 573901.6478760454 6222637.720087985, 573898.3248007941 6222635.590521452, 573894.1276660474 6222635.110619134, 573882.0969792195 6222637.330167352, 573876.5722635412 6222639.38974813, 573855.6195731849 6222644.328742812, 573845.2463010604 6222646.548291029, 573838.7568215994 6222648.427908439, 573835.6976133656 6222650.787428166, 573823.3948136759 6222663.664807012)",Stat dist: 02.00,80.0
boligportal.dk,2023,apartment,12500,141,8000,Rosenkrantzgade,Aarhus C,5,"LINESTRING (575040.3577441084 6223632.827536741, 575025.779091393 6223637.956492757, 574944.8626213159 6223666.490684705, 574931.9331374597 6223668.3803000795, 574871.6725073442 6223676.10872698, 574857.5556219093 6223677.638415617)",Stat dist: 01.70,167.0
boligportal.dk,2023,apartment,8990,97,8541,Grenåvej,Skødstrup,4,"LINESTRING (580491.0257406834 6234912.2116507245, 580478.1704694259 6234867.38077592, 580464.9358893307 6234815.561323619, 580460.3841832794 6234805.103452289, 580454.2822585002 6234797.185064054, 580439.9509811137 6234786.157308722, 580434.78083674 6234781.648226532, 580431.490744866 6234775.12955339, 580428.6459285838 6234766.011409361, 580402.0943099505 6234659.373115278, 580389.601855842 6234601.304934888, 580376.0044585979 6234550.955183434, 580365.7136449163 6234543.976603904, 580357.6244716619 6234538.827651958, 580354.6889510925 6234532.948848572, 580355.0517682416 6234526.340193744, 580358.7294147976 6234522.291017942, 580364.979764774 6234521.561166502, 580371.221868906 6234524.870492897, 580374.4542398702 6234532.348970675, 580375.6333956044 6234541.407126914, 580376.0044585979 6234550.955183434)",Stat dist: 04.00,638.0
boligportal.dk,2023,apartment,7700,62,8000,Gammel Munkegade,Aarhus C,2,"LINESTRING (574801.7147643365 6224413.378657818, 574798.9606523416 6224437.003848978, 574795.7447730661 6224464.868177275, 574793.708049525 6224481.3748173965, 574786.3362647244 6224527.425443924)",Stat dist: 00.40,141.0
boligportal.dk,2023,apartment,7800,65,8200,Tåsingegade,Aarhus N,2,"LINESTRING (574715.2900702696 6225976.54048075, 574672.378696553 6225959.493950522, 574667.4559275082 6225958.8540807655, 574651.6816273698 6225960.50374498, 574638.1666885687 6225962.723293198, 574634.1509623964 6225964.242983869, 574597.3415134589 6225993.756976382, 574579.7861109526 6226007.814115092)",Stat dist: 05.70,115.0
boligportal.dk,2023,apartment,5500,90,8270,Olaf Rudes Vej,Højbjerg,2,"LINESTRING (574397.9405066918 6220154.675504529, 574386.6519458505 6220103.0160196675, 574380.6902004244 6220074.951732072, 574379.2636693612 6220069.12291851, 574374.1430000534 6220045.967631701, 574368.8244304825 6220021.032707133, 574356.3979431282 6219964.964119732, 574343.1221338117 6219904.326462352, 574331.8912938804 6219852.966916439, 574324.7503927201 6219821.573306518, 574318.0135379302 6219789.769780033, 574314.9873130735 6219774.432901811, 574287.4379472805 6219654.057403895, 574283.2902875995 6219635.781123979, 574280.8412718435 6219626.553002337, 574278.4169936206 6219617.614821677, 574274.5661843343 6219608.176742771, 574268.1014424062 6219598.228767653, 574261.3810793048 6219589.400564608)",Stat dist: 02.50,131.0
boligportal.dk,2023,apartment,14495,124,8240,Broloftet,Risskov,4,"LINESTRING (575347.5731650464 6227368.107231362, 575337.2658596763 6227401.910350835, 575349.6676094976 6227505.519261541, 575322.1512270817 6227550.3901282055)",Stat dist: 04.81,1.0
boligportal.dk,2023,apartment,7000,36,8200,Trøjborgvej,Aarhus N,1,"LINESTRING (575028.6239076752 6225711.74437923, 575030.3555349774 6225719.262848867, 575030.4544851088 6225723.402006354, 575021.2603687188 6225755.395494172, 574978.0274070746 6225888.458409601)",Stat dist: 01.00,258.0
boligportal.dk,2023,apartment,9900,65,8200,Trøjborgvej,Aarhus N,3,"LINESTRING (575028.6239076752 6225711.74437923, 575030.3555349774 6225719.262848867, 575030.4544851088 6225723.402006354, 575021.2603687188 6225755.395494172, 574978.0274070746 6225888.458409601)",Stat dist: 01.00,258.0
boligportal.dk,2023,apartment,9900,72,8000,Vesterport,Aarhus C,3,"LINESTRING (574543.9661633305 6224248.052309518, 574539.9339454698 6224270.857667553, 574538.3672350536 6224280.585687443, 574536.1326112493 6224290.293711402, 574533.9144791337 6224298.72199585, 574531.3747590905 6224306.660380015, 574529.3875106152 6224312.379215962, 574525.6191597718 6224321.717315219, 574521.4962376239 6224332.025217076, 574518.997746802 6224337.574087619, 574516.1364388313 6224343.062970373)",Stat dist: 00.40,54.0
boligportal.dk,2023,apartment,5950,34,8230,Søren Frichs Vej,Åbyhøj,1,"LINESTRING (573892.9897395346 6223656.492719762, 573936.3463888433 6223642.2756136125, 573965.2563189452 6223632.587585582, 573976.5696173194 6223626.348855458, 574005.693939373 6223611.031973165)",Stat dist: 03.60,42.0
boligportal.dk,2023,apartment,5700,30,8260,Christian X's Vej,Viby J,1,"LINESTRING (573011.7563596157 6221621.596916918, 573017.0996667196 6221595.132303713, 573011.6574094841 6221475.956561591, 573007.3200953844 6221411.409699918, 573004.4587874137 6221388.244415144, 573000.3688486429 6221358.300510139, 572994.1267445107 6221323.137667434, 572990.5892773077 6221305.501257275, 572985.7572125503 6221283.245787311, 572979.539845951 6221257.081113055, 572968.6305939474 6221209.280842662, 572959.3787566472 6221173.508124095, 572941.881075051 6221099.863114324, 572932.8518755469 6221062.240772243, 572913.4823872953 6220980.1974719195, 572902.4659393159 6220936.646336627, 572878.2231570855 6220832.677499183, 572869.1692200485 6220792.065765584, 572854.2359960283 6220731.3481244845, 572840.0366521504 6220674.589677502, 572837.9751910764 6220665.361555859, 572827.8740318138 6220619.840821474, 572815.6454447227 6220568.151342718, 572801.1492504503 6220508.3735103225, 572786.9993816382 6220450.975193583, 572758.74911908 6220332.789249991, 572757.2896046396 6220324.15100828, 572756.1846615039 6220317.802300541, 572755.5579773374 6220308.7041524425, 572756.102203061 6220302.015513896, 572758.1141890693 6220292.077536742)",Stat dist: 02.20,276.0
boligportal.dk,2023,apartment,8600,76,8240,Arresøvej,Risskov,3,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
boligportal.dk,2023,apartment,7100,51,8240,Arresøvej,Risskov,2,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
boligportal.dk,2023,apartment,5500,36,8260,Klokkeskovvej,Viby J,1,"LINESTRING (569381.3255080166 6221770.3566373065, 569382.6695806369 6221776.865312485, 569380.2205648809 6221781.24442113, 569375.4049918121 6221786.453360865, 569370.33379757 6221789.592721857, 569362.2776076928 6221794.441734855, 569356.68692526 6221794.041816257, 569346.7012078175 6221792.362158147, 569340.2034825122 6221793.122003482, 569331.924654839 6221794.431736889)",Stat dist: 06.62,83.0
boligportal.dk,2023,apartment,9400,79,8240,Arresøvej,Risskov,3,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
boligportal.dk,2023,apartment,9975,79,8240,Arresøvej,Risskov,3,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
boligportal.dk,2023,apartment,6975,52,8240,Arresøvej,Risskov,2,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
boligportal.dk,2023,apartment,6975,51,8240,Arresøvej,Risskov,2,"LINESTRING (576359.6268647221 6229549.293257254, 576407.8732996982 6229569.059233947, 576442.8934004236 6229583.40631364)",Stat dist: 04.40,48.0
boligportal.dk,2023,apartment,12630,93,8000,Peter Sabroes Gade,Aarhus C,3,"LINESTRING (575251.080295094 6225139.970762096, 575256.9595820771 6225155.24765253, 575259.6724648505 6225163.735924766, 575261.1484709795 6225170.86447377, 575260.8021455191 6225178.662886427, 575258.4273423618 6225187.261136278, 575254.8074167158 6225196.319292516, 575236.3697088698 6225242.589874273, 575220.6448837973 6225282.861677064, 575207.9710211143 6225303.907393269, 575203.6666903917 6225312.395665506, 575198.5790044611 6225325.742948705, 575158.6443805352 6225424.732799607, 575152.534209912 6225440.909506885, 575147.5619658014 6225453.696904047, 575144.1646779514 6225461.725269897, 575139.753151253 6225472.253126982, 575136.9248266595 6225479.601631215, 575091.0202114633 6225582.840617218, 575052.4708893794 6225675.521752241, 575058.449126494 6225702.826194501)",Stat dist: 01.20,9.0
