web-scraper-order,web-scraper-start-url,price,address,type_rooms_kvm
1684829140-402,https://boligzonen.dk/lejebolig/aarhus,8.434,"Arresøvej, Risskov",Lejlighed / 3 vær. / 92 m2
1684829140-403,https://boligzonen.dk/lejebolig/aarhus,5.600,"Brassøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829140-404,https://boligzonen.dk/lejebolig/aarhus,7.195,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 48 m2
1684829140-405,https://boligzonen.dk/lejebolig/aarhus,9.900,"Lundingsgade, Aarhus C",Lejlighed / 2 vær. / 71 m2
1684829144-406,https://boligzonen.dk/lejebolig/aarhus,8.850,"Trøjborgvej, Aarhus N",Lejlighed / 2 vær. / 65 m2
1684829144-407,https://boligzonen.dk/lejebolig/aarhus,7.777,"Eya Jensens Gade, Risskov",Lejlighed / 3 vær. / 61 m2
1684829144-408,https://boligzonen.dk/lejebolig/aarhus,10.641,"Jyllands Allé, Aarhus C",Lejlighed / 3 vær. / 94 m2
1684829144-409,https://boligzonen.dk/lejebolig/aarhus,8.495,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 60 m2
1684829144-410,https://boligzonen.dk/lejebolig/aarhus,9.000,"Kværnloftet, Risskov",Lejlighed / 2 vær. / 82 m2
1684829144-411,https://boligzonen.dk/lejebolig/aarhus,9.550,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 69 m2
1684829144-412,https://boligzonen.dk/lejebolig/aarhus,14.500,"Falstersgade, Aarhus C",Lejlighed / 2 vær. / 91 m2
1684829144-413,https://boligzonen.dk/lejebolig/aarhus,6.800,"Engkrogen, Viby J",Lejlighed / 2 vær. / 48 m2
1684829144-414,https://boligzonen.dk/lejebolig/aarhus,7.995,"Skejbytoften, Aarhus N",Lejlighed / 2 vær. / 60 m2
1684829144-415,https://boligzonen.dk/lejebolig/aarhus,6.200,"Vestergade, Aarhus C",Lejlighed / 1 vær. / 44 m2
1684829144-416,https://boligzonen.dk/lejebolig/aarhus,8.650,"Emiliedalen, Højbjerg",Lejlighed / 2 vær. / 73 m2
1684829144-417,https://boligzonen.dk/lejebolig/aarhus,4.995,"Engtoften, Viby J",Lejlighed / 1 vær. / 42 m2
1684829144-418,https://boligzonen.dk/lejebolig/aarhus,7.600,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 73 m2
1684829144-419,https://boligzonen.dk/lejebolig/aarhus,7.170,"Vintervej, Aarhus V",Lejlighed / 2 vær. / 50 m2
1684829144-420,https://boligzonen.dk/lejebolig/aarhus,12.495,"Broloftet, Risskov",Lejlighed / 4 vær. / 122 m2
1684829148-421,https://boligzonen.dk/lejebolig/aarhus,7.600,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 76 m2
1684829148-422,https://boligzonen.dk/lejebolig/aarhus,10.800,"Broloftet, Risskov",Lejlighed / 3 vær. / 93 m2
1684829148-423,https://boligzonen.dk/lejebolig/aarhus,7.375,"Tulipanhaven, Aarhus N",Lejlighed / 2 vær. / 54 m2
1684829148-424,https://boligzonen.dk/lejebolig/aarhus,4.900,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 30 m2
1684829148-425,https://boligzonen.dk/lejebolig/aarhus,13.119,"Sandbakken, Højbjerg",Lejlighed / 5 vær. / 128 m2
1684829148-426,https://boligzonen.dk/lejebolig/aarhus,11.500,"Gøteborg Allé, Aarhus N",Lejlighed / 4 vær. / 90 m2
1684829148-427,https://boligzonen.dk/lejebolig/aarhus,7.895,"Skejbytoften, Aarhus N",Lejlighed / 2 vær. / 60 m2
1684829148-428,https://boligzonen.dk/lejebolig/aarhus,7.912,"Vikærsvej, Risskov",Lejlighed / 2 vær. / 57 m2
1684829148-429,https://boligzonen.dk/lejebolig/aarhus,9.360,"Bifrostgade, Åbyhøj",Lejlighed / 2 vær. / 71 m2
1684829148-430,https://boligzonen.dk/lejebolig/aarhus,7.300,"Brassøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829148-431,https://boligzonen.dk/lejebolig/aarhus,8.300,"Skanderborgvej, Aarhus C",Lejlighed / 2 vær. / 58 m2
1684829148-432,https://boligzonen.dk/lejebolig/aarhus,10.575,"Volden, Aarhus C",Lejlighed / 3 vær. / 108 m2
1684829148-433,https://boligzonen.dk/lejebolig/aarhus,11.304,"Ellen Jensens Gade, Risskov",Lejlighed / 3 vær. / 88 m2
1684829148-434,https://boligzonen.dk/lejebolig/aarhus,8.995,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 72 m2
1684829148-435,https://boligzonen.dk/lejebolig/aarhus,4.900,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 30 m2
1684829152-436,https://boligzonen.dk/lejebolig/aarhus,8.850,"Søren Frichs Vej, Åbyhøj",Lejlighed / 2 vær. / 60 m2
1684829152-437,https://boligzonen.dk/lejebolig/aarhus,14.295,"Søren Frichs Vej, Åbyhøj",Lejlighed / 4 vær. / 110 m2
1684829152-438,https://boligzonen.dk/lejebolig/aarhus,10.500,"Skanderborgvej, Aarhus C",Lejlighed / 3 vær. / 84 m2
1684829152-439,https://boligzonen.dk/lejebolig/aarhus,5.800,"Arresøvej, Risskov",Lejlighed / 1 vær. / 41 m2
1684829152-440,https://boligzonen.dk/lejebolig/aarhus,8.500,"Finderupvej, Aarhus C",Lejlighed / 2 vær. / 61 m2
1684829152-441,https://boligzonen.dk/lejebolig/aarhus,7.955,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 76 m2
1684829152-442,https://boligzonen.dk/lejebolig/aarhus,9.775,"Holme Møllevej, Viby J",Lejlighed / 3 vær. / 85 m2
1684829152-443,https://boligzonen.dk/lejebolig/aarhus,6.500,"Ringen, Aarhus N",Lejlighed / 1 vær. / 54 m2
1684829152-444,https://boligzonen.dk/lejebolig/aarhus,10.695,"Dirch Passers Gade, Aarhus C",Lejlighed / 2 vær. / 79 m2
1684829152-445,https://boligzonen.dk/lejebolig/aarhus,8.895,"Paludan Müllers Vej, Aarhus V",Lejlighed / 2 vær. / 81 m2
1684829152-446,https://boligzonen.dk/lejebolig/aarhus,8.900,"Hammershusvej, Aarhus V",Lejlighed / 3 vær. / 97 m2
1684829152-447,https://boligzonen.dk/lejebolig/aarhus,8.595,"Vistihøjen, Aarhus N",Lejlighed / 3 vær. / 86 m2
1684829152-448,https://boligzonen.dk/lejebolig/aarhus,7.995,"Skejbytoften, Aarhus N",Lejlighed / 2 vær. / 58 m2
1684829152-449,https://boligzonen.dk/lejebolig/aarhus,4.995,"Olof Palmes Allé , Aarhus N",Lejlighed / 1 vær. / 30 m2
1684829152-450,https://boligzonen.dk/lejebolig/aarhus,8.795,"Engelundsvej, Viby J",Hus / 3 vær. / 57 m2
1684829156-451,https://boligzonen.dk/lejebolig/aarhus,13.300,"Vindrosen, Risskov",Lejlighed / 3 vær. / 121 m2
1684829156-452,https://boligzonen.dk/lejebolig/aarhus,17.900,"Søndergade, Aarhus C",Lejlighed / 4 vær. / 151 m2
1684829156-453,https://boligzonen.dk/lejebolig/aarhus,7.795,"Engsøvej, Risskov",Lejlighed / 2 vær. / 74 m2
1684829156-454,https://boligzonen.dk/lejebolig/aarhus,9.464,"Bifrostgade, Åbyhøj",Lejlighed / 2 vær. / 71 m2
1684829156-455,https://boligzonen.dk/lejebolig/aarhus,13.231,"Sifsgade, Åbyhøj",Lejlighed / 4 vær. / 112 m2
1684829156-456,https://boligzonen.dk/lejebolig/aarhus,7.785,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 62 m2
1684829156-457,https://boligzonen.dk/lejebolig/aarhus,12.792,"Bestlasgade, Åbyhøj",Lejlighed / 4 vær. / 101 m2
1684829156-458,https://boligzonen.dk/lejebolig/aarhus,9.850,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 69 m2
1684829156-459,https://boligzonen.dk/lejebolig/aarhus,8.145,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 63 m2
1684829156-460,https://boligzonen.dk/lejebolig/aarhus,7.777,"Doris Kæraas Gade, Risskov",Lejlighed / 3 vær. / 61 m2
1684829156-461,https://boligzonen.dk/lejebolig/aarhus,9.700,"Broloftet, Risskov",Lejlighed / 3 vær. / 82 m2
1684829156-462,https://boligzonen.dk/lejebolig/aarhus,9.250,"Bifrostgade, Åbyhøj",Lejlighed / 1 vær. / 73 m2
1684829156-463,https://boligzonen.dk/lejebolig/aarhus,7.395,"Engtoften, Viby J",Lejlighed / 2 vær. / 54 m2
1684829156-464,https://boligzonen.dk/lejebolig/aarhus,8.300,"Langenæs Allé, Aarhus C",Lejlighed / 2 vær. / 59 m2
1684829156-465,https://boligzonen.dk/lejebolig/aarhus,10.280,"Broloftet, Risskov",Lejlighed / 3 vær. / 91 m2
1684829160-466,https://boligzonen.dk/lejebolig/aarhus,11.900,"Søndre Ringgade, Aarhus C",Lejlighed / 3 vær. / 104 m2
1684829160-467,https://boligzonen.dk/lejebolig/aarhus,7.195,"Vintervej, Aarhus V",Lejlighed / 2 vær. / 50 m2
1684829160-468,https://boligzonen.dk/lejebolig/aarhus,8.995,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 68 m2
1684829160-469,https://boligzonen.dk/lejebolig/aarhus,13.160,"Ellen Jensens Gade, Risskov",Lejlighed / 3 vær. / 101 m2
1684829160-470,https://boligzonen.dk/lejebolig/aarhus,8.400,"Børglumvej, Risskov",Lejlighed / 3 vær. / 60 m2
1684829160-471,https://boligzonen.dk/lejebolig/aarhus,15.418,"Skt. Pauls Kirkeplads, Aarhus C",Lejlighed / 5 vær. / 146 m2
1684829160-472,https://boligzonen.dk/lejebolig/aarhus,9.904,"Emiliehøj , Højbjerg",Lejlighed / 4 vær. / 111 m2
1684829160-473,https://boligzonen.dk/lejebolig/aarhus,7.495,"Borresøvej, Risskov",Lejlighed / 2 vær. / 58 m2
1684829160-474,https://boligzonen.dk/lejebolig/aarhus,19.950,"Thit Jensens Gade, Aarhus C",Lejlighed / 4 vær. / 133 m2
1684829160-475,https://boligzonen.dk/lejebolig/aarhus,9.450,"Møllevangs Alle, Aarhus N",Lejlighed / 3 vær. / 73 m2
1684829160-476,https://boligzonen.dk/lejebolig/aarhus,9.000,"Stockholmsgade, Aarhus N",Lejlighed / 2 vær. / 68 m2
1684829160-477,https://boligzonen.dk/lejebolig/aarhus,10.701,"Søndervangs Allé, Viby J",Lejlighed / 4 vær. / 91 m2
1684829160-478,https://boligzonen.dk/lejebolig/aarhus,6.820,"Onsholtvej, Viby J",Lejlighed / 2 vær. / 59 m2
1684829160-479,https://boligzonen.dk/lejebolig/aarhus,15.995,"Emiliedalen, Højbjerg",Hus / 5 vær. / 135 m2
1684829160-480,https://boligzonen.dk/lejebolig/aarhus,10.995,"Holme Møllevej, Viby J",Lejlighed / 4 vær. / 96 m2
1684829164-481,https://boligzonen.dk/lejebolig/aarhus,8.495,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 60 m2
1684829164-482,https://boligzonen.dk/lejebolig/aarhus,6.200,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 37 m2
1684829164-483,https://boligzonen.dk/lejebolig/aarhus,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829164-484,https://boligzonen.dk/lejebolig/aarhus,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829164-485,https://boligzonen.dk/lejebolig/aarhus,10.370,"Broloftet, Risskov",Lejlighed / 3 vær. / 93 m2
1684829164-486,https://boligzonen.dk/lejebolig/aarhus,7.995,"Møllehatten, Risskov",Lejlighed / 2 vær. / 65 m2
1684829164-487,https://boligzonen.dk/lejebolig/aarhus,10.199,"brassøvej, Risskov",Lejlighed / 4 vær. / 90 m2
1684829164-488,https://boligzonen.dk/lejebolig/aarhus,12.750,"Gustav Holms Vej, Aarhus N",Lejlighed / 4 vær. / 114 m2
1684829164-489,https://boligzonen.dk/lejebolig/aarhus,10.800,"Tage-Hansens Gade, Aarhus C",Lejlighed / 4 vær. / 82 m2
1684829164-490,https://boligzonen.dk/lejebolig/aarhus,9.968,"Eya Jensens Gade, Risskov",Lejlighed / 4 vær. / 85 m2
1684829164-491,https://boligzonen.dk/lejebolig/aarhus,14.625,"Lone Kellermanns Gade, Aarhus C",Lejlighed / 4 vær. / 123 m2
1684829164-492,https://boligzonen.dk/lejebolig/aarhus,10.350,"Hans Schourups Gade, Aarhus C",Lejlighed / 3 vær. / 94 m2
1684829164-493,https://boligzonen.dk/lejebolig/aarhus,8.900,"Daugbjergvej, Aarhus C",Lejlighed / 2 vær. / 89 m2
1684829164-494,https://boligzonen.dk/lejebolig/aarhus,7.000,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 36 m2
1684829164-495,https://boligzonen.dk/lejebolig/aarhus,8.950,"Højgårdsvej, Viby J",Lejlighed / 3 vær. / 96 m2
1684829168-496,https://boligzonen.dk/lejebolig/aarhus,6.900,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 50 m2
1684829168-497,https://boligzonen.dk/lejebolig/aarhus,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829168-498,https://boligzonen.dk/lejebolig/aarhus,8.995,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 68 m2
1684829168-499,https://boligzonen.dk/lejebolig/aarhus,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 36 m2
1684829168-500,https://boligzonen.dk/lejebolig/aarhus,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 64 m2
1684829168-501,https://boligzonen.dk/lejebolig/aarhus,7.150,"Damagervej, Viby J",Lejlighed / 2 vær. / 55 m2
1684829168-502,https://boligzonen.dk/lejebolig/aarhus,10.995,"Broloftet, Risskov",Lejlighed / 3 vær. / 91 m2
1684829168-503,https://boligzonen.dk/lejebolig/aarhus,9.900,"Nordborggade, Aarhus C",Lejlighed / 3 vær. / 92 m2
1684829168-504,https://boligzonen.dk/lejebolig/aarhus,14.000,"Ringen, Aarhus N",Lejlighed / 6 vær. / 181 m2
1684829168-505,https://boligzonen.dk/lejebolig/aarhus,9.995,"Grønnegade, Aarhus C",Lejlighed / 2 vær. / 86 m2
1684829168-506,https://boligzonen.dk/lejebolig/aarhus,7.000,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 35 m2
1684829168-507,https://boligzonen.dk/lejebolig/aarhus,6.820,"Onsholtvej, Viby J",Lejlighed / 2 vær. / 64 m2
1684829168-508,https://boligzonen.dk/lejebolig/aarhus,16.214,"Orla Lehmanns Allé, Aarhus C",Lejlighed / 6 vær. / 162 m2
1684829168-509,https://boligzonen.dk/lejebolig/aarhus,10.950,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 98 m2
1684829168-510,https://boligzonen.dk/lejebolig/aarhus,14.595,"Dalgas Avenue, Aarhus C",Lejlighed / 4 vær. / 130 m2
1684829172-511,https://boligzonen.dk/lejebolig/aarhus,9.400,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 66 m2
1684829172-512,https://boligzonen.dk/lejebolig/aarhus,15.325,"Orla Lehmanns Allé, Aarhus C",Lejlighed / 4 vær. / 157 m2
1684829172-513,https://boligzonen.dk/lejebolig/aarhus,3.500,"Viborgvej , Aarhus V",Værelse / 1 vær. / 8 m2
1684829172-514,https://boligzonen.dk/lejebolig/aarhus,11.750,"Sonnesgade, Aarhus C",Lejlighed / 3 vær. / 90 m2
1684829172-515,https://boligzonen.dk/lejebolig/aarhus,7.695,"Borresøvej, Risskov",Lejlighed / 2 vær. / 55 m2
1684829172-516,https://boligzonen.dk/lejebolig/aarhus,8.595,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 69 m2
1684829172-517,https://boligzonen.dk/lejebolig/aarhus,13.500,"Sønder Allé, Aarhus C",Lejlighed / 3 vær. / 112 m2
1684829172-518,https://boligzonen.dk/lejebolig/aarhus,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829172-519,https://boligzonen.dk/lejebolig/aarhus,7.100,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 35 m2
1684829172-520,https://boligzonen.dk/lejebolig/aarhus,6.700,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 36 m2
1684829172-521,https://boligzonen.dk/lejebolig/aarhus,6.500,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 36 m2
1684829172-522,https://boligzonen.dk/lejebolig/aarhus,7.785,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 64 m2
1684829172-523,https://boligzonen.dk/lejebolig/aarhus,9.900,"Carl Bertelsens Gade, Aarhus C",Lejlighed / 3 vær. / 90 m2
1684829172-524,https://boligzonen.dk/lejebolig/aarhus,8.750,"Engelundsvej, Viby J",Lejlighed / 3 vær. / 57 m2
1684829172-525,https://boligzonen.dk/lejebolig/aarhus,9.550,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 69 m2
1684829176-526,https://boligzonen.dk/lejebolig/aarhus,7.195,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 48 m2
1684829176-527,https://boligzonen.dk/lejebolig/aarhus,8.975,"Engtoften, Viby J",Lejlighed / 3 vær. / 79 m2
1684829176-528,https://boligzonen.dk/lejebolig/aarhus,6.700,"Kongevellen, Risskov",Lejlighed / 2 vær. / 43 m2
1684829176-529,https://boligzonen.dk/lejebolig/aarhus,9.900,"Hammershusvej, Aarhus V",Lejlighed / 3 vær. / 104 m2
1684829176-530,https://boligzonen.dk/lejebolig/aarhus,5.700,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 29 m2
1684829176-531,https://boligzonen.dk/lejebolig/aarhus,7.650,"Møllevangs Alle, Aarhus N",Lejlighed / 2 vær. / 53 m2
1684829176-532,https://boligzonen.dk/lejebolig/aarhus,10.800,"Tage-Hansens Gade, Aarhus C",Lejlighed / 4 vær. / 82 m2
1684829176-533,https://boligzonen.dk/lejebolig/aarhus,10.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 3 vær. / 92 m2
1684829176-534,https://boligzonen.dk/lejebolig/aarhus,11.995,"Engtoften, Viby J",Lejlighed / 4 vær. / 112 m2
1684829176-535,https://boligzonen.dk/lejebolig/aarhus,9.295,"Kongsvang Allé, Aarhus C",Lejlighed / 2 vær. / 73 m2
1684829176-536,https://boligzonen.dk/lejebolig/aarhus,8.300,"Møllevangs Allé, Aarhus N",Lejlighed / 3 vær. / 59 m2
1684829176-537,https://boligzonen.dk/lejebolig/aarhus,10.600,"Broloftet, Risskov",Lejlighed / 4 vær. / 93 m2
1684829176-538,https://boligzonen.dk/lejebolig/aarhus,9.990,"Jens Baggesens Vej, Aarhus N",Lejlighed / 3 vær. / 81 m2
1684829176-539,https://boligzonen.dk/lejebolig/aarhus,8.200,"Bifrostgade, Åbyhøj",Lejlighed / 1 vær. / 60 m2
1684829176-540,https://boligzonen.dk/lejebolig/aarhus,7.580,"Skanderborgvej , Aarhus C",Lejlighed / 2 vær. / 72 m2
1684829180-541,https://boligzonen.dk/lejebolig/aarhus,7.100,"Brassøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829180-542,https://boligzonen.dk/lejebolig/aarhus,15.500,"Thit Jensens Gade, Aarhus C",Lejlighed / 5 vær. / 111 m2
1684829180-543,https://boligzonen.dk/lejebolig/aarhus,9.445,"Vistihøjen, Aarhus N",Lejlighed / 4 vær. / 92 m2
1684829180-544,https://boligzonen.dk/lejebolig/aarhus,7.600,"Gøteborg Allé, Aarhus N",Lejlighed / 2 vær. / 42 m2
1684829180-545,https://boligzonen.dk/lejebolig/aarhus,15.750,"Thit Jensens Gade, Aarhus C",Lejlighed / 5 vær. / 140 m2
1684829180-546,https://boligzonen.dk/lejebolig/aarhus,7.195,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829180-547,https://boligzonen.dk/lejebolig/aarhus,18.000,"Helga Pedersens Gade, Aarhus C",Lejlighed / 2 vær. / 112 m2
1684829180-548,https://boligzonen.dk/lejebolig/aarhus,7.950,"Arresøvej, Risskov",Lejlighed / 3 vær. / 69 m2
1684829180-549,https://boligzonen.dk/lejebolig/aarhus,11.995,"Borresøvej, Risskov",Lejlighed / 4 vær. / 111 m2
1684829180-550,https://boligzonen.dk/lejebolig/aarhus,19.500,"Langelinieparken , Aarhus C",Lejlighed / 2 vær. / 118 m2
1684829180-551,https://boligzonen.dk/lejebolig/aarhus,14.700,"Dagmar Petersens Gade, Aarhus C",Lejlighed / 3 vær. / 110 m2
1684829180-552,https://boligzonen.dk/lejebolig/aarhus,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829180-553,https://boligzonen.dk/lejebolig/aarhus,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829180-554,https://boligzonen.dk/lejebolig/aarhus,10.500,"Bytoften, Risskov",Lejlighed / 1 vær. / 88 m2
1684829180-555,https://boligzonen.dk/lejebolig/aarhus,10.995,"Møllehatten, Risskov",Lejlighed / 4 vær. / 85 m2
1684829184-556,https://boligzonen.dk/lejebolig/aarhus,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829184-557,https://boligzonen.dk/lejebolig/aarhus,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829184-558,https://boligzonen.dk/lejebolig/aarhus,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 33 m2
1684829184-559,https://boligzonen.dk/lejebolig/aarhus,9.800,"Christian X's Vej, Viby J",Lejlighed / 3 vær. / 88 m2
1684829184-560,https://boligzonen.dk/lejebolig/aarhus,6.695,"Vintervej, Aarhus V",Lejlighed / 2 vær. / 52 m2
1684829184-561,https://boligzonen.dk/lejebolig/aarhus,9.495,"Niels, Aarhus N",Lejlighed / 2 vær. / 70 m2
1684829184-562,https://boligzonen.dk/lejebolig/aarhus,9.250,"Bifrostgade, Åbyhøj",Lejlighed / 1 vær. / 71 m2
1684829184-563,https://boligzonen.dk/lejebolig/aarhus,8.095,"Møllehatten, Risskov",Lejlighed / 2 vær. / 68 m2
1684829184-564,https://boligzonen.dk/lejebolig/aarhus,6.700,"Vester Allé, Aarhus C",Lejlighed / 1 vær. / 50 m2
1684829184-565,https://boligzonen.dk/lejebolig/aarhus,5.800,"Arresøvej, Risskov",Lejlighed / 1 vær. / 40 m2
1684829184-566,https://boligzonen.dk/lejebolig/aarhus,5.200,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829184-567,https://boligzonen.dk/lejebolig/aarhus,8.495,"Tage-Hansens Gade, Aarhus C",Lejlighed / 2 vær. / 56 m2
1684829184-568,https://boligzonen.dk/lejebolig/aarhus,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829184-569,https://boligzonen.dk/lejebolig/aarhus,7.000,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 36 m2
1684829184-570,https://boligzonen.dk/lejebolig/aarhus,9.900,"Søren Frichs Vej, Åbyhøj",Lejlighed / 2 vær. / 73 m2
1684829188-571,https://boligzonen.dk/lejebolig/aarhus,9.400,"Arresøvej, Risskov",Lejlighed / 3 vær. / 76 m2
1684829188-572,https://boligzonen.dk/lejebolig/aarhus,6.750,"Nordlandsvej, Risskov",Lejlighed / 2 vær. / 47 m2
1684829188-573,https://boligzonen.dk/lejebolig/aarhus,8.695,"Olof Palmes Allé, Aarhus N",Lejlighed / 2 vær. / 62 m2
1684829188-574,https://boligzonen.dk/lejebolig/aarhus,8.750,"Engelundsvej, Viby J",Lejlighed / 3 vær. / 57 m2
1684829188-575,https://boligzonen.dk/lejebolig/aarhus,10.895,"Daugbjergvej, Aarhus C",Lejlighed / 3 vær. / 83 m2
1684829188-576,https://boligzonen.dk/lejebolig/aarhus,9.850,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 69 m2
1684829188-577,https://boligzonen.dk/lejebolig/aarhus,15.180,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 114 m2
1684829188-578,https://boligzonen.dk/lejebolig/aarhus,5.895,"Arresøvej, Risskov",Lejlighed / 2 vær. / 45 m2
1684829188-579,https://boligzonen.dk/lejebolig/aarhus,8.900,"Hammershusvej, Aarhus V",Lejlighed / 3 vær. / 97 m2
1684829188-580,https://boligzonen.dk/lejebolig/aarhus,13.675,"Erling Jacobsens Gade, Risskov",Lejlighed / 3 vær. / 107 m2
1684829188-581,https://boligzonen.dk/lejebolig/aarhus,6.700,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 38 m2
1684829188-582,https://boligzonen.dk/lejebolig/aarhus,14.700,"daugbjergvej , Aarhus C",Lejlighed / 1 vær. / 98 m2
1684829188-583,https://boligzonen.dk/lejebolig/aarhus,5.650,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829188-584,https://boligzonen.dk/lejebolig/aarhus,5.895,"Oddervej, Højbjerg",Lejlighed / 1 vær. / 45 m2
1684829188-585,https://boligzonen.dk/lejebolig/aarhus,5.400,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829192-586,https://boligzonen.dk/lejebolig/aarhus,11.325,"Brassøvej, Risskov",Lejlighed / 3 vær. / 80 m2
1684829192-587,https://boligzonen.dk/lejebolig/aarhus,5.100,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 29 m2
1684829192-588,https://boligzonen.dk/lejebolig/aarhus,7.600,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 73 m2
1684829192-589,https://boligzonen.dk/lejebolig/aarhus,8.995,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 68 m2
1684829192-590,https://boligzonen.dk/lejebolig/aarhus,5.950,"Arresøvej, Risskov",Lejlighed / 1 vær. / 41 m2
1684829192-591,https://boligzonen.dk/lejebolig/aarhus,8.800,"Skejbyvej, Risskov",Lejlighed / 2 vær. / 76 m2
1684829192-592,https://boligzonen.dk/lejebolig/aarhus,8.300,"Trælastgade, Aarhus C",Lejlighed / 2 vær. / 46 m2
1684829192-593,https://boligzonen.dk/lejebolig/aarhus,7.999,"Gebauersgade, Aarhus C",Lejlighed / 2 vær. / 55 m2
1684829192-594,https://boligzonen.dk/lejebolig/aarhus,27.000,"Irma Pedersens Gade, Aarhus C",Lejlighed / 4 vær. / 145 m2
1684829192-595,https://boligzonen.dk/lejebolig/aarhus,9.495,"Dirch Passers Gade, Aarhus C",Lejlighed / 2 vær. / 61 m2
1684829192-596,https://boligzonen.dk/lejebolig/aarhus,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829192-597,https://boligzonen.dk/lejebolig/aarhus,7.495,"Skanderborgvej, Viby J",Lejlighed / 2 vær. / 68 m2
1684829192-598,https://boligzonen.dk/lejebolig/aarhus,8.995,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 68 m2
1684829192-599,https://boligzonen.dk/lejebolig/aarhus,6.675,"Gøteborg Allé, Aarhus N",Lejlighed / 1 vær. / 33 m2
1684829192-600,https://boligzonen.dk/lejebolig/aarhus,9.112,"Engholms Alle, Risskov",Lejlighed / 2 vær. / 89 m2
1684829196-601,https://boligzonen.dk/lejebolig/aarhus,10.064,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 80 m2
1684829196-602,https://boligzonen.dk/lejebolig/aarhus,9.545,"Vistihøjen, Aarhus N",Lejlighed / 3 vær. / 92 m2
1684829196-603,https://boligzonen.dk/lejebolig/aarhus,9.560,"Sønder Allé, Aarhus C",Lejlighed / 2 vær. / 74 m2
