web-scraper-order,price,address,kvm,rooms
1684834100-607,"7.100,- pr. mdr.","Arresøvej, Risskov",49 m²,2 vær.
1684834100-608,"8.495,- pr. mdr.","Dagmar Hansens Gade, Risskov",71 m²,3 vær.
1684834100-609,"12.900,- pr. mdr.","Vester Allé, Århus C",86 m²,3 vær.
1684834100-610,"11.770,- pr. mdr.","John Mogensens Gade, Århus C",82 m²,3 vær.
1684834100-611,"9.200,- pr. mdr.","Kongevellen, Risskov",64 m²,3 vær.
1684834100-612,"5.050,- pr. mdr.","Olof Palmes Allé, Århus N",30 m²,1 vær.
1684834100-613,"5.600,- pr. mdr.","Kongevellen, Risskov",34 m²,1 vær.
1684834100-614,"7.100,- pr. mdr.","Kongevellen, Risskov",50 m²,2 vær.
1684834100-615,"11.700,- pr. mdr.","Kristine Nielsens Gade, Århus C",77 m²,2 vær.
1684834100-616,"8.800,- pr. mdr.","Søren Frichs Vej, Åbyhøj",53 m²,2 vær.
1684834100-617,"11.650,- pr. mdr.","Sonnesgade, Århus C",90 m²,3 vær.
1684834100-618,"7.300,- pr. mdr.","Arresøvej, Risskov",53 m²,2 vær.
1684834100-619,"5.300,- pr. mdr.","Kongevellen, Risskov",34 m²,1 vær.
1684834100-620,"7.400,- pr. mdr.","Kongevellen, Risskov",49 m²,2 vær.
1684834100-621,"17.900,- pr. mdr.","Søndergade, Århus C",151 m²,4 vær.
1684834100-622,"10.311,- pr. mdr.","Kværnloftet, Risskov",90 m²,3 vær.
1684834100-623,"7.000,- pr. mdr.","Trøjborgvej, Århus N",36 m²,1 vær.
1684834100-624,"8.495,- pr. mdr.","Møllehatten, Risskov",62 m²,2 vær.
1684834100-625,"13.740,- pr. mdr.","Tommy Seebachs Gade, Århus C",99 m²,4 vær.
1684834100-626,"10.100,- pr. mdr.","Kongevellen, Risskov",75 m²,3 vær.
1684834100-627,"12.150,- pr. mdr.","John Mogensens Gade, Århus C",82 m²,4 vær.
1684834100-628,"7.200,- pr. mdr.","Arresøvej, Risskov",54 m²,2 vær.
1684834100-629,"10.695,- pr. mdr.","Dirch Passers Gade, Århus C",79 m²,2 vær.
1684834100-630,"7.300,- pr. mdr.","Doris Kæraas Gade, Risskov",54 m²,2 vær.
1684834100-631,"8.500,- pr. mdr.","Lokesvej, Åbyhøj",64 m²,2 vær.
1684834100-632,"5.800,- pr. mdr.","Kongevellen, Risskov",34 m²,1 vær.
1684834100-633,"7.800,- pr. mdr.","Kongevellen, Risskov",52 m²,2 vær.
1684834100-634,"10.800,- pr. mdr.","Thorvaldsensgade, Århus C",66 m²,3 vær.
1684834100-635,"7.850,- pr. mdr.","Møllehatten, Risskov",65 m²,2 vær.
1684834100-636,"7.300,- pr. mdr.","Arresøvej, Risskov",56 m²,2 vær.
1684834100-637,"13.030,- pr. mdr.","Otto brandenburgs Gade, Århus C",99 m²,4 vær.
1684834100-638,"11.500,- pr. mdr.","Helle Virkners Plads, Århus C",83 m²,3 vær.
1684834100-639,"7.300,- pr. mdr.","Arresøvej, Risskov",50 m²,2 vær.
1684834100-640,"10.200,- pr. mdr.","Kongevellen, Risskov",75 m²,3 vær.
1684834100-641,"10.695,- pr. mdr.","Dirch Passers Gade, Århus C",79 m²,2 vær.
1684834100-642,"10.900,- pr. mdr.","Kristine Nielsens Gade, Århus C",79 m²,2 vær.
1684834100-643,"10.095,- pr. mdr.","Møllehatten, Risskov",97 m²,3 vær.
1684834100-644,"7.500,- pr. mdr.","Kongevellen, Risskov",52 m²,2 vær.
1684834100-645,"7.100,- pr. mdr.","Trøjborgvej, Århus N",36 m²,1 vær.
1684834100-646,"7.400,- pr. mdr.","Kongevellen, Risskov",49 m²,2 vær.
1684834100-647,"10.600,- pr. mdr.","Helle Virkners Plads, Århus C",82 m²,3 vær.
1684834100-648,"10.700,- pr. mdr.","Thorvaldsensgade, Århus C",66 m²,3 vær.
1684834100-649,"5.400,- pr. mdr.","Kongevellen, Risskov",34 m²,1 vær.
1684834100-650,"7.800,- pr. mdr.","Kongevellen, Risskov",50 m²,2 vær.
1684834100-651,"10.795,- pr. mdr.","Brassøvej, Risskov",99 m²,4 vær.
1684834100-652,"14.841,- pr. mdr.","John Mogensens Gade, Århus C",118 m²,4 vær.
1684834100-653,"8.749,- pr. mdr.","Sifsgade, Åbyhøj",59 m²,2 vær.
1684834100-654,"9.200,- pr. mdr.","Kongevellen, Risskov",68 m²,3 vær.
1684834100-655,"7.095,- pr. mdr.","Arresøvej, Risskov",550 m²,2 vær.
1684834100-656,"8.550,- pr. mdr.","Sdr. Ringgade, Århus C",72 m²,2 vær.
1684834100-657,"11.300,- pr. mdr.","Sifsgade, Åbyhøj",88 m²,4 vær.
1684834100-658,"7.100,- pr. mdr.","Kongevellen, Risskov",50 m²,2 vær.
1684834100-659,"7.300,- pr. mdr.","Arresøvej, Risskov",54 m²,2 vær.
1684834100-660,"11.640,- pr. mdr.","Helle Virkners Plads, Århus C",83 m²,3 vær.
1684834100-661,"7.500,- pr. mdr.","Arresøvej, Risskov",50 m²,2 vær.
1684834100-662,"10.300,- pr. mdr.","Kongevellen, Risskov",75 m²,3 vær.
1684834100-663,"9.395,- pr. mdr.","Møllehatten, Risskov",71 m²,3 vær.
1684834100-664,"13.890,- pr. mdr.","Tommy Seebachs Gade, Århus C",100 m²,4 vær.
1684834100-665,"12.695,- pr. mdr.","Sonnesgade, Århus C",85 m²,4 vær.
1684834100-666,"10.088,- pr. mdr.","Dirch Passers Gade, Århus C",73 m²,3 vær.
1684834100-667,"9.100,- pr. mdr.","Trøjborgvej, Århus N",60 m²,3 vær.
1684834100-668,"9.495,- pr. mdr.","Dirch Passers Gade, Århus C",61 m²,2 vær.
1684834100-669,"9.500,- pr. mdr.","Dagmar Petersens Gade, Århus C",61 m²,1 vær.
1684834100-670,"8.795,- pr. mdr.","Paludan Müllers Vej, Århus V",81 m²,3 vær.
1684834100-671,"7.895,- pr. mdr.","Søren Frichs Vej, Åbyhøj",58 m²,2 vær.
1684834100-672,"10.495,- pr. mdr.","Møllehatten, Risskov",92 m²,4 vær.
1684834100-673,"11.040,- pr. mdr.","Tommy Seebachs Gade, Århus C",81 m²,3 vær.
1684834100-674,"8.095,- pr. mdr.","Møllehatten, Risskov",68 m²,2 vær.
1684834100-675,"9.300,- pr. mdr.","Kongevellen, Risskov",64 m²,3 vær.
1684834100-676,"11.700,- pr. mdr.","John Mogensens Gade, Århus C",82 m²,3 vær.
1684834100-677,"7.200,- pr. mdr.","Kongevellen, Risskov",49 m²,2 vær.
1684834100-678,"7.300,- pr. mdr.","Kongevellen, Risskov",46 m²,2 vær.
1684834100-679,"13.110,- pr. mdr.","Tommy Seebachs Gade, Århus C",96 m²,4 vær.
1684834100-680,"7.850,- pr. mdr.","Møllehatten, Risskov",66 m²,2 vær.
1684834100-681,"14.295,- pr. mdr.","Søren Frichs Vej, Åbyhøj",110 m²,4 vær.
1684834100-682,"4.950,- pr. mdr.","Vestre Strandallé, Risskov",36 m²,1 vær.
1684834100-683,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-684,"11.950,- pr. mdr.","Fiskergade, Århus C",86 m²,3 vær.
1684834100-685,"9.300,- pr. mdr.","Engtoften, Viby J",76 m²,2 vær.
1684834100-686,"8.600,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-687,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-688,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-689,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-690,"9.400,- pr. mdr.","Sonnesgade, Århus C",59 m²,2 vær.
1684834100-691,"9.000,- pr. mdr.","Malmøgade, Århus N",65 m²,3 vær.
1684834100-692,"17.000,- pr. mdr.","Jens Baggesens Vej, Århus N",126 m²,4 vær.
1684834100-693,"9.995,- pr. mdr.","Kristine Nielsens Gade, Århus C",65 m²,1 vær.
1684834100-694,"7.125,- pr. mdr.","Møllehatten , Risskov",47 m²,2 vær.
1684834100-695,"12.709,- pr. mdr.","Christian X's Vej, Viby J",113 m²,4 vær.
1684834100-696,"4.950,- pr. mdr.","Vestre Strandallé, Risskov",33 m²,1 vær.
1684834100-697,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-698,"19.800,- pr. mdr.","Ringen, Århus N",197 m²,4 vær.
1684834100-699,"5.100,- pr. mdr.","Christian X's Vej, Viby J",30 m²,1 vær.
1684834100-700,"6.975,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-701,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-702,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-703,"6.350,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-704,"9.395,- pr. mdr.","Østergade, Århus C",56 m²,2 vær.
1684834100-705,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-706,"6.700,- pr. mdr.","Vestre Strandallé, Risskov",51 m²,1 vær.
1684834100-707,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-708,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-709,"4.950,- pr. mdr.","Vestre Strandallé, Risskov",30 m²,1 vær.
1684834100-710,"9.600,- pr. mdr.","Borggade, Århus C",61 m²,2 vær.
1684834100-711,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-712,"12.995,- pr. mdr.","Rudolph Wulffs Gade, Århus C",101 m²,4 vær.
1684834100-713,"7.495,- pr. mdr.","Borresøvej, Åbyhøj",580 m²,2 vær.
1684834100-714,"6.900,- pr. mdr.","Vestre Strandallé, Risskov",50 m²,1 vær.
1684834100-715,"9.700,- pr. mdr.","Kongevellen, Risskov",70 m²,3 vær.
1684834100-716,"11.646,- pr. mdr.","Katrinebjergvej, Århus N",86 m²,3 vær.
1684834100-717,"13.995,- pr. mdr.","Sonnesgade, Århus C",114 m²,4 vær.
1684834100-718,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-719,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-720,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-721,"6.975,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-722,"7.300,- pr. mdr.","Arresøvej, Risskov",54 m²,2 vær.
1684834100-723,"5.200,- pr. mdr.","Kongevellen, Risskov",34 m²,1 vær.
1684834100-724,"6.700,- pr. mdr.","Vestre Strandallé, Risskov",39 m²,1 vær.
1684834100-725,"9.495,- pr. mdr.","Borresøvej, Risskov",93 m²,3 vær.
1684834100-726,"6.900,- pr. mdr.","Trøjborgvej, Århus N",35 m²,1 vær.
1684834100-727,"11.780,- pr. mdr.","Tommy Seebachs Gade, Århus C",83 m²,3 vær.
1684834100-728,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",39 m²,1 vær.
1684834100-729,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",50 m²,1 vær.
1684834100-730,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-731,"10.590,- pr. mdr.","Broloftet, Risskov",97 m²,3 vær.
1684834100-732,"7.600,- pr. mdr.","Vesterport, Århus C",53 m²,1 vær.
1684834100-733,"7.684,- pr. mdr.","Eya Jensens Gade, Risskov",64 m²,2 vær.
1684834100-734,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-735,"11.383,- pr. mdr.","Orla Lehmanns Allé, Århus C",109 m²,4 vær.
1684834100-736,"15.650,- pr. mdr.","Thit Jensens Gade, Århus C",140 m²,5 vær.
1684834100-737,"11.900,- pr. mdr.","Kristine Nielsens Gade, Århus C",77 m²,2 vær.
1684834100-738,"9.663,- pr. mdr.","Doris Kæraas Gade, Risskov",85 m²,4 vær.
1684834100-739,"13.265,- pr. mdr.","Engtoften, Viby J",111 m²,4 vær.
1684834100-740,"8.495,- pr. mdr.","Abildhaven, Lystrup",87 m²,3 vær.
1684834100-741,"9.900,- pr. mdr.","Engtoften, Viby J",85 m²,3 vær.
1684834100-742,"8.800,- pr. mdr.","Kværnloftet, Risskov",78 m²,2 vær.
1684834100-743,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-744,"7.895,- pr. mdr.","Brassøvej, Risskov",63 m²,3 vær.
1684834100-745,"6.495,- pr. mdr.","Vintervej, Århus V",49 m²,2 vær.
1684834100-746,"7.995,- pr. mdr.","Vintervej, Århus V",76 m²,3 vær.
1684834100-747,"5.800,- pr. mdr.","Kongevellen, Risskov",34 m²,1 vær.
1684834100-748,"9.800,- pr. mdr.","Kongevellen, Risskov",68 m²,2 vær.
1684834100-749,"7.700,- pr. mdr.","Kongevellen, Risskov",50 m²,2 vær.
1684834100-750,"4.950,- pr. mdr.","Vestre Strandallé, Risskov",36 m²,1 vær.
1684834100-751,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",36 m²,1 vær.
1684834100-752,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-753,"11.700,- pr. mdr.","Bestlasgade, Åbyhøj",95 m²,3 vær.
1684834100-754,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-755,"14.000,- pr. mdr.","Ringen, Århus N",163 m²,6 vær.
1684834100-756,"9.100,- pr. mdr.","Vikærsvej, Risskov",75 m²,1 vær.
1684834100-757,"12.750,- pr. mdr.","Gustav Holms Vej, Århus N",114 m²,4 vær.
1684834100-758,"4.995,- pr. mdr.","Olof Palmes Allé, Århus N",30 m²,1 vær.
1684834100-759,"4.950,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-760,"10.800,- pr. mdr.","Emiliedalsvej, Højbjerg",100 m²,3 vær.
1684834100-761,"14.950,- pr. mdr.","Olof Palmes Allé, Århus N",123 m²,5 vær.
1684834100-762,"7.400,- pr. mdr.","Kongevellen, Risskov",51 m²,2 vær.
1684834100-763,"5.300,- pr. mdr.","Kongevellen, Risskov",34 m²,1 vær.
1684834100-764,"10.102,- pr. mdr.","Doris Kæraas Gade, Risskov",85 m²,4 vær.
1684834100-765,"11.750,- pr. mdr.","Sonnesgade, Århus C",90 m²,3 vær.
1684834100-766,"6.350,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-767,"11.900,- pr. mdr.","Lokesvej, Åbyhøj",105 m²,3 vær.
1684834100-768,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-769,"9.400,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-770,"9.975,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-771,"9.309,- pr. mdr.","Lerdalen, Højbjerg",87 m²,3 vær.
1684834100-772,"8.600,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-773,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-774,"10.711,- pr. mdr.","Kværnloftet, Risskov",104 m²,3 vær.
1684834100-775,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-776,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-777,"11.945,- pr. mdr.","Ellen Jensens Gade, Risskov",92 m²,3 vær.
1684834100-778,"6.200,- pr. mdr.","Christian X's Vej, Viby J",37 m²,1 vær.
1684834100-779,"9.995,- pr. mdr.","Sdr. Ringgade, Århus C",81 m²,3 vær.
1684834100-780,"13.000,- pr. mdr.","Jens Baggesens Vej, Århus N",91 m²,4 vær.
1684834100-781,"8.800,- pr. mdr.","Broloftet, Risskov",73 m²,2 vær.
1684834100-782,"4.950,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-783,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",36 m²,1 vær.
1684834100-784,"9.400,- pr. mdr.","Thorvaldsensgade, Århus C",61 m²,2 vær.
1684834100-785,"6.900,- pr. mdr.","Vestre Strandallé, Risskov",51 m²,1 vær.
1684834100-786,"6.350,- pr. mdr.","Vestre Strandallé, Risskov",39 m²,1 vær.
1684834100-787,"10.195,- pr. mdr.","Viby Torv, Viby J",90 m²,3 vær.
1684834100-788,"8.650,- pr. mdr.","Emiliedalen, Højbjerg",73 m²,2 vær.
1684834100-789,"6.150,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-790,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",51 m²,1 vær.
1684834100-791,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-792,"7.000,- pr. mdr.","Trøjborgvej, Århus N",35 m²,1 vær.
1684834100-793,"7.700,- pr. mdr.","Kongevellen, Risskov",50 m²,2 vær.
1684834100-794,"12.419,- pr. mdr.","Kildegården, Århus C",145 m²,5 vær.
1684834100-795,"11.960,- pr. mdr.","Mejlgade, Århus C",105 m²,3 vær.
1684834100-796,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-797,"9.295,- pr. mdr.","Kongsvang Allé, Århus C",73 m²,2 vær.
1684834100-798,"10.500,- pr. mdr.","Stockholmsgade, Århus N",80 m²,3 vær.
1684834100-799,"6.500,- pr. mdr.","Trøjborgvej, Århus N",36 m²,1 vær.
1684834100-800,"6.975,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-801,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-802,"9.395,- pr. mdr.","Borresøvej, Risskov",88 m²,3 vær.
1684834100-803,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-804,"10.456,- pr. mdr.","Langelandsgade, Århus C",73 m²,3 vær.
1684834100-805,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-806,"5.595,- pr. mdr.","Møllevangen, Tranbjerg J",470 m²,2 vær.
1684834100-807,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-808,"7.300,- pr. mdr.","Arresøvej, Risskov",53 m²,2 vær.
1684834100-809,"9.100,- pr. mdr.","Kongevellen, Risskov",68 m²,3 vær.
1684834100-810,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",36 m²,1 vær.
1684834100-811,"4.995,- pr. mdr.","Olof Palmes Allé, Århus N",30 m²,1 vær.
1684834100-812,"10.845,- pr. mdr.","Jyllands Allé, Århus C",92 m²,3 vær.
1684834100-813,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-814,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-815,"5.750,- pr. mdr.","Lilli Andersens Gade, Risskov",43 m²,1 vær.
1684834100-816,"6.150,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-817,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-818,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-819,"12.000,- pr. mdr.","Borggade, Århus C",87 m²,1 vær.
1684834100-820,"6.150,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-821,"8.995,- pr. mdr.","Skovvejen, Århus C",62 m²,2 vær.
1684834100-822,"11.200,- pr. mdr.","Tranekærvej, Risskov",100 m²,2 vær.
1684834100-823,"7.495,- pr. mdr.","Borresøvej, Åbyhøj",580 m²,2 vær.
1684834100-824,"6.975,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-825,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-826,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",36 m²,1 vær.
1684834100-827,"7.995,- pr. mdr.","Dagmar Hansens Gade, Risskov",64 m²,3 vær.
1684834100-828,"14.000,- pr. mdr.","Helga Pedersens Gade, Århus C",60 m²,1 vær.
1684834100-829,"14.700,- pr. mdr.","Dagmar Petersens Gade, Århus C",110 m²,2 vær.
1684834100-830,"7.995,- pr. mdr.","Oddervej, Højbjerg",77 m²,2 vær.
1684834100-831,"10.552,- pr. mdr.","Olof Palmes Allé, Århus N",82 m²,3 vær.
1684834100-832,"11.800,- pr. mdr.","Thit Jensens Gade, Århus C",100 m²,3 vær.
1684834100-833,"10.600,- pr. mdr.","Thit Jensens Gade, Århus C",95 m²,3 vær.
1684834100-834,"14.550,- pr. mdr.","Gustav Holms Vej, Århus N",128 m²,4 vær.
1684834100-835,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-836,"6.150,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-837,"5.050,- pr. mdr.","Olof Palmes Allé, Århus N",32 m²,1 vær.
1684834100-838,"9.250,- pr. mdr.","Bifrostgade, Åbyhøj",71 m²,1 vær.
1684834100-839,"6.200,- pr. mdr.","Søren Frichs Vej, Åbyhøj",37 m²,1 vær.
1684834100-840,"11.200,- pr. mdr.","Broloftet, Risskov",99 m²,4 vær.
1684834100-841,"12.700,- pr. mdr.","Ryesgade, Århus C",114 m²,3 vær.
1684834100-842,"10.490,- pr. mdr.","Broloftet, Risskov",92 m²,3 vær.
1684834100-843,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",36 m²,1 vær.
1684834100-844,"16.095,- pr. mdr.","Østergade, Århus C",106 m²,3 vær.
1684834100-845,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",40 m²,1 vær.
1684834100-846,"6.995,- pr. mdr.","Engsøvej, Risskov",580 m²,2 vær.
1684834100-847,"10.800,- pr. mdr.","Broloftet, Risskov",93 m²,3 vær.
1684834100-848,"9.550,- pr. mdr.","Sonnesgade, Århus C",59 m²,2 vær.
1684834100-849,"8.250,- pr. mdr.","Doris Kæraas Gade, Risskov",63 m²,3 vær.
1684834100-850,"12.975,- pr. mdr.","Lokesvej, Åbyhøj",105 m²,3 vær.
1684834100-851,"6.350,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-852,"4.950,- pr. mdr.","Vestre Strandallé, Risskov",33 m²,1 vær.
1684834100-853,"7.100,- pr. mdr.","Trøjborgvej, Århus N",35 m²,1 vær.
1684834100-854,"6.700,- pr. mdr.","Trøjborgvej, Århus N",36 m²,1 vær.
1684834100-855,"8.300,- pr. mdr.","Arresøvej, Risskov",65 m²,3 vær.
1684834100-856,"10.300,- pr. mdr.","Vester Allé, Århus C",74 m²,3 vær.
1684834100-857,"5.950,- pr. mdr.","Søren Frichs Vej, Åbyhøj",34 m²,1 vær.
1684834100-858,"7.300,- pr. mdr.","Arresøvej, Risskov",54 m²,2 vær.
1684834100-859,"7.500,- pr. mdr.","Arresøvej, Risskov",54 m²,2 vær.
1684834100-860,"7.100,- pr. mdr.","Arresøvej, Risskov",49 m²,2 vær.
1684834100-861,"6.975,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-862,"9.400,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-863,"6.350,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-864,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",40 m²,1 vær.
1684834100-865,"7.100,- pr. mdr.","Doris Kæraas Gade, Risskov",54 m²,2 vær.
1684834100-866,"6.350,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-867,"10.250,- pr. mdr.","Viby Torv, Viby J",91 m²,3 vær.
1684834100-868,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-869,"7.300,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-870,"10.950,- pr. mdr.","Olof Palmes Allé, Århus N",98 m²,3 vær.
1684834100-871,"8.300,- pr. mdr.","Langenæs Allé, Århus C",59 m²,2 vær.
1684834100-872,"8.018,- pr. mdr.","Eya Jensens Gade, Risskov",64 m²,2 vær.
1684834100-873,"8.495,- pr. mdr.","Søren Frichs Vej, Århus C",57 m²,2 vær.
1684834100-874,"8.995,- pr. mdr.","Kværnloftet, Risskov",78 m²,2 vær.
1684834100-875,"7.670,- pr. mdr.","Abildhaven, Lystrup",84 m²,2 vær.
1684834100-876,"18.000,- pr. mdr.","Helga Pedersens Gade, Århus C",112 m²,2 vær.
1684834100-877,"10.200,- pr. mdr.","Ceresbyen, Århus C",66 m²,3 vær.
1684834100-878,"8.395,- pr. mdr.","Abildhaven, Lystrup",84 m²,3 vær.
1684834100-879,"7.300,- pr. mdr.","Arresøvej, Risskov",54 m²,2 vær.
1684834100-880,"9.150,- pr. mdr.","Finderupvej, Århus C",65 m²,2 vær.
1684834100-881,"8.995,- pr. mdr.","Kamma Klitgårds Gade, Risskov",87 m²,2 vær.
1684834100-882,"9.611,- pr. mdr.","Otto Brandenburgs Gade, Århus C",70 m²,3 vær.
1684834100-883,"6.350,- pr. mdr.","Vestre Strandallé, Risskov",39 m²,1 vær.
1684834100-884,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-885,"7.095,- pr. mdr.","Arresøvej, Risskov",520 m²,2 vær.
1684834100-886,"6.695,- pr. mdr.","Vintervej, Århus V",50 m²,2 vær.
1684834100-887,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",40 m²,1 vær.
1684834100-888,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",39 m²,1 vær.
1684834100-889,"9.300,- pr. mdr.","Bifrostgade, Åbyhøj",75 m²,2 vær.
1684834100-890,"6.995,- pr. mdr.","Engsøvej, Risskov",580 m²,2 vær.
1684834100-891,"8.250,- pr. mdr.","Engtoften, Viby J",79 m²,3 vær.
1684834100-892,"10.995,- pr. mdr.","Trøjborgvej, Århus N",88 m²,3 vær.
1684834100-893,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",41 m²,1 vær.
1684834100-894,"12.950,- pr. mdr.","Fiskergade, Århus C",94 m²,3 vær.
1684834100-895,"13.120,- pr. mdr.","Sandbakken, Højbjerg",128 m²,5 vær.
1684834100-896,"7.300,- pr. mdr.","Arresøvej, Risskov",53 m²,2 vær.
1684834100-897,"9.400,- pr. mdr.","Arresøvej, Risskov",79 m²,3 vær.
1684834100-898,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-899,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-900,"6.350,- pr. mdr.","Vestre Strandallé, Risskov",40 m²,1 vær.
1684834100-901,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",39 m²,1 vær.
1684834100-902,"8.195,- pr. mdr.","Doris Kæraas Gade, Risskov",62 m²,3 vær.
1684834100-903,"12.150,- pr. mdr.","Lokesvej, Åbyhøj",105 m²,3 vær.
1684834100-904,"4.950,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-905,"5.050,- pr. mdr.","Olof Palmes Allé, Århus N",30 m²,1 vær.
1684834100-906,"27.000,- pr. mdr.","Irma Pedersens Gade, Århus C",145 m²,4 vær.
1684834100-907,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",39 m²,1 vær.
1684834100-908,"11.700,- pr. mdr.","Kristine Nielsens Gade, Århus C",76 m²,3 vær.
1684834100-909,"11.195,- pr. mdr.","Møllehatten, Risskov",85 m²,4 vær.
