web-scraper-order,web-scraper-start-url,price,address,kvm,rooms
"1684834100-1027","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-1028","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-1029","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-1030","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-1031","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-1032","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.950,- pr. mdr.","Vestre Strandallé, Risskov","34 m²","1 vær."
"1684834100-1033","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","16.450,- pr. mdr.","Olof Palmes Allé, Århus N","133 m²","4 vær."
"1684834100-1034","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.150,- pr. mdr.","Vestre Strandallé, Risskov","37 m²","1 vær."
"1684834100-1035","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.095,- pr. mdr.","Arresøvej, Risskov","540 m²","2 vær."
"1684834100-1036","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.777,- pr. mdr.","Engholms Alle, Risskov","56 m²","2 vær."
"1684834100-1037","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.500,- pr. mdr.","Randersvej, Århus N","87 m²","3 vær."
"1684834100-1038","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.500,- pr. mdr.","Sonnesgade, Århus C","86 m²","4 vær."
"1684834100-1039","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.700,- pr. mdr.","Skådehøjen, Højbjerg","102 m²","3 vær."
"1684834100-1040","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.495,- pr. mdr.","Dagmar Hansens Gade, Risskov","70 m²","3 vær."
"1684834100-1041","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.232,- pr. mdr.","Rødbedevej, Århus N","102 m²","3 vær."
"1684834100-1042","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.150,- pr. mdr.","Sonnesgade, Århus C","90 m²","3 vær."
"1684834100-1043","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.250,- pr. mdr.","Lokesvej, Åbyhøj","56 m²","1 vær."
"1684834100-1044","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.580,- pr. mdr.","Paradisgade, Århus C","41 m²","1 vær."
"1684834100-1045","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Doris Kæraas Gade, Risskov","54 m²","2 vær."
"1684834100-1046","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.650,- pr. mdr.","Lokesvej, Åbyhøj","56 m²","1 vær."
"1684834100-1047","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.700,- pr. mdr.","Vikærsvej, Risskov","115 m²","3 vær."
"1684834100-1048","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.500,- pr. mdr.","Gøteborg Allé, Århus N","60 m²","2 vær."
"1684834100-1049","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.500,- pr. mdr.","Kværnloftet, Risskov","116 m²","3 vær."
"1684834100-1050","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.995,- pr. mdr.","Broloftet, Risskov","91 m²","3 vær."
"1684834100-1051","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.117,- pr. mdr.","J.P. Larsens Vej, Brabrand","75 m²","2 vær."
"1684834100-1052","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.195,- pr. mdr.","Gudrunsvej, Brabrand","99 m²","4 vær."
"1684834100-1053","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.495,- pr. mdr.","Anna Anchers Gade, Brabrand","86 m²","3 vær."
"1684834100-1054","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.495,- pr. mdr.","Anna Anchers Gade, Brabrand","76 m²","3 vær."
"1684834100-1055","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.600,- pr. mdr.","Onsholtvej, Viby J","73 m²","3 vær."
"1684834100-1056","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.955,- pr. mdr.","Onsholtvej, Viby J","76 m²","3 vær."
"1684834100-1057","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.528,- pr. mdr.","J.P. Larsens Vej, Brabrand","102 m²","3 vær."
"1684834100-1058","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.995,- pr. mdr.","Elna Munchs Gade, Brabrand","45 m²","2 vær."
"1684834100-1059","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.820,- pr. mdr.","Onsholtvej, Viby J","64 m²","2 vær."
"1684834100-1060","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.995,- pr. mdr.","Honningvænget, Tilst","114 m²","5 vær."
"1684834100-1061","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.895,- pr. mdr.","Elna Munchs Gade, Brabrand","48 m²","2 vær."
"1684834100-1062","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.995,- pr. mdr.","Gudrunsvej, Brabrand","105 m²","4 vær."
"1684834100-1063","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.550,- pr. mdr.","Elna Munchs Gade, Brabrand","94 m²","4 vær."
"1684834100-1064","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.300,- pr. mdr.","Honningvænget, Tilst","120 m²","5 vær."
"1684834100-1065","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","38.000,- pr. mdr.","Vibevej, Risskov","198 m²","5 vær."
"1684834100-1066","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.820,- pr. mdr.","Onsholtvej, Viby J","61 m²","2 vær."
"1684834100-1067","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.325,- pr. mdr.","J.P. Larsens Vej, Brabrand","56 m²","2 vær."
"1684834100-1068","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.820,- pr. mdr.","Onsholtvej, Viby J","59 m²","2 vær."
"1684834100-1069","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.325,- pr. mdr.","J.P. Larsens Vej, Brabrand","56 m²","2 vær."
"1684834100-1070","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.365,- pr. mdr.","Bugthusene, Egå","94 m²","3 vær."
"1684834100-1071","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.117,- pr. mdr.","J.P. Larsens Vej, Brabrand","75 m²","2 vær."
"1684834100-1072","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.325,- pr. mdr.","J.P. Larsens Vej, Brabrand","56 m²","2 vær."
"1684834100-1073","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.670,- pr. mdr.","Solsikkevænget, Århus N","108 m²","3 vær."
"1684834100-1074","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.887,- pr. mdr.","Tulipanlunden, Århus N","64 m²","3 vær."
"1684834100-1075","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.635,- pr. mdr.","J.P. Larsens Vej, Brabrand","103 m²","3 vær."
"1684834100-1076","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.820,- pr. mdr.","Onsholtvej, Viby J","59 m²","2 vær."
"1684834100-1077","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.070,- pr. mdr.","J.P. Larsens Vej, Brabrand","79 m²","2 vær."
"1684834100-1078","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.495,- pr. mdr.","Elna Munchs Gade, Brabrand","46 m²","2 vær."
"1684834100-1079","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.196,- pr. mdr.","J.P. Larsens Vej, Brabrand","87 m²","3 vær."
"1684834100-1080","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.141,- pr. mdr.","J.P. Larsens Vej, Brabrand","78 m²","2 vær."
"1684834100-1081","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.300,- pr. mdr.","Honningvænget, Tilst","108 m²","4 vær."
"1684834100-1082","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.900,- pr. mdr.","Honningvænget, Tilst","33 m²","1 vær."
"1684834100-1083","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.200,- pr. mdr.","Lily Brobergs Gade, Brabrand","102 m²","3 vær."
"1684834100-1084","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.490,- pr. mdr.","Stavnsvej, Tilst","84 m²","3 vær."
"1684834100-1085","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.400,- pr. mdr.","Honningvænget, Tilst","42 m²","2 vær."
"1684834100-1086","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.500,- pr. mdr.","Honningvænget, Tilst","42 m²","2 vær."
"1684834100-1087","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.300,- pr. mdr.","Honningvænget, Tilst","102 m²","4 vær."
"1684834100-1088","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.086,- pr. mdr.","Stenaldervej, Brabrand","64 m²","3 vær."
"1684834100-1089","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.400,- pr. mdr.","Solsikkevænget, Århus N","108 m²","3 vær."
"1684834100-1090","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.673,- pr. mdr.","Stenaldervej, Brabrand","47 m²","2 vær."
"1684834100-1091","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.740,- pr. mdr.","Gudrunsvej, Brabrand","47 m²","2 vær."
"1684834100-1092","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.757,- pr. mdr.","Stenaldervej, Brabrand","47 m²","2 vær."
"1684834100-1093","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.795,- pr. mdr.","Gudrunsvej, Brabrand","42 m²","2 vær."
