website,year,rental_type,rent_without_expenses,square_meters,zip_code,street,area,rooms
boligportal.dk,2016,room,4287,20,8200,Randersvej,Aarhus N,1
boligportal.dk,2016,apartment,7745,76,8260,Onholtvej,Viby J,3
boligportal.dk,2016,apartment,7025,84,8220,Emmasvej,Brabrand,3
boligportal.dk,2016,apartment,15800,112,8000,Langelinieparken,Aarhus C,3
boligportal.dk,2016,room,3500,14,8000,Thunøgade,Aarhus C,1
boligportal.dk,2016,apartment,8897,73,8381,Blomsterlunden,Tilst,3
boligportal.dk,2016,apartment,11000,64,8000,Guldmedsgade,Aarhus C,3
boligportal.dk,2016,room,2850,12,8000,Grønnegade,Aarhus C,1
boligportal.dk,2016,room,2500,14,8000,Poul Martin Møllers Vej,Aarhus C,1
boligportal.dk,2016,apartment,7800,60,8000,Schleppegrellsgade,Aarhus C,3
boligportal.dk,2016,room,2400,16,8230,Silkeborgvej,Åbyhøj,1
boligportal.dk,2016,room,3800,10,8000,Vestervang,Aarhus C,1
boligportal.dk,2016,apartment,5633,52,8000,Kaløgade,Aarhus C,2
boligportal.dk,2016,apartment,6963,58,8200,Ladefogedvej,Aarhus N,2
boligportal.dk,2016,apartment,9033,90,8000,Klosterport,Aarhus C,3
boligportal.dk,2016,apartment,7525,70,8000,Carl Bertelsens Gade,Aarhus C,2
boligportal.dk,2016,apartment,8448,74,8000,Haderslevgade,Aarhus C,2
boligportal.dk,2016,room,5200,20,8000,Musuemsgade,Aarhus C,1
boligportal.dk,2016,room,3700,17,8000,Bogensegade,Aarhus C,1
boligportal.dk,2016,apartment,14135,154,8000,Nørregade,Aarhus C,6
boligportal.dk,2016,apartment,30000,252,8000,Vestergade,Aarhus C,5
boligportal.dk,2016,room,3700,13,8200,Jens Baggesens Vej,Aarhus N,1
boligportal.dk,2016,apartment,7550,74,8220,Hougårdsvej,Brabrand,3
boligportal.dk,2016,apartment,11183,89,8000,Grønnegade,Aarhus C,3
boligportal.dk,2016,apartment,5250,79,8000,Lundbyesgade,Aarhus C,2
boligportal.dk,2016,apartment,13613,121,8000,Sjællandsgade,Aarhus C,4
boligportal.dk,2016,apartment,7350,55,8000,Gebauersgade,Aarhus C,2
boligportal.dk,2016,apartment,6000,41,8210,Bronzealdervænget,Aarhus V,2
boligportal.dk,2016,apartment,11580,114,8000,Chr. Wærums Gade,Aarhus C,4
boligportal.dk,2016,apartment,12383,139,8000,Fredensgade,Aarhus C,2
boligportal.dk,2016,room,4900,16,8000,Lundbyesgade,Aarhus C,1
boligportal.dk,2016,apartment,6945,54,8000,Vestergade,Aarhus C,2
boligportal.dk,2016,apartment,5950,48,8520,Kastanjehaven,Lystrup,2
boligportal.dk,2016,apartment,5550,46,8000,Åboulevarden,Aarhus C,1
boligportal.dk,2016,room,4500,14,8000,Kaserneboulevarden,Aarhus C,1
boligportal.dk,2016,apartment,3700,42,8270,Oddervej,Højbjerg,2
boligportal.dk,2016,room,1800,12,8260,Reventslowsvej,Viby J,1
boligportal.dk,2016,room,2000,18,8230,Tousvej,Åbyhøj,1
boligportal.dk,2016,room,4000,17,8200,Nordre Ringgade,Aarhus N,1
boligportal.dk,2016,room,4000,25,8230,Erik Bøghs Vej,Åbyhøj,1
boligportal.dk,2016,apartment,6500,86,8270,Rundhøj Alle,Højbjerg,3
boligportal.dk,2016,apartment,8500,91,8000,Vestergade,Aarhus C,3
boligportal.dk,2016,apartment,7500,74,8000,J.M Mørks Gade,Aarhus C,2
boligportal.dk,2016,apartment,6785,59,8260,Onholtvej,Viby J,2
boligportal.dk,2016,apartment,11000,112,8230,Silkeborgvej,Åbyhøj,3
boligportal.dk,2016,apartment,8800,70,8200,Skovvangsvej,Aarhus N,2
boligportal.dk,2016,apartment,7500,52,8000,Rozenkrantzgade,Aarhus C,2
boligportal.dk,2016,apartment,4192,50,8270,Højmarkvej,Højbjerg,2
boligportal.dk,2016,room,4038,14,8000,Helgenæsgade,Aarhus C,1
boligportal.dk,2016,room,3900,23,8000,Vesterbrogade,Aarhus C,1
boligportal.dk,2016,apartment,7000,82,8200,Steen Billes Torv,Aarhus N,3
boligportal.dk,2016,apartment,6550,104,8250,Stavneagervej,Egå,2
boligportal.dk,2016,apartment,9926,101,8260,Viby Torv,Viby J,3
boligportal.dk,2016,apartment,8420,92,8260,Holme Møllevej,Viby J,3
boligportal.dk,2016,apartment,7000,51,8000,Kirkegårdsvej,Aarhus C,1
boligportal.dk,2016,room,4513,16,8000,De Mezas Vej,Aarhus C,1
boligportal.dk,2016,apartment,11920,100,8000,Lundingsgade,Aarhus C,4
boligportal.dk,2016,room,4200,20,8000,Vestergade,Aarhus C,1
boligportal.dk,2016,room,4000,10,8000,Ny Banegårdsgade,Aarhus C,1
boligportal.dk,2016,room,3000,13,8000,Tøndergade,Aarhus C,1
boligportal.dk,2016,room,2750,11,8200,Vorregårds Alle,Aarhus N,1
boligportal.dk,2016,room,3695,33,8000,Vestergade,Aarhus C,1
boligportal.dk,2016,apartment,12383,139,8000,Fredensgade,Aarhus C,2
boligportal.dk,2016,room,4900,16,8000,Lundbyesgade,Aarhus C,1
boligportal.dk,2016,apartment,6945,54,8000,Vestergade,Aarhus C,2
boligportal.dk,2016,apartment,5500,46,8000,Åboulevarden,Aarhus C,1
boligportal.dk,2016,room,4500,14,8000,Kaserneboulevarden,Aarhus C,1
boligportal.dk,2016,apartment,10000,80,8000,Nordborggade,Aarhus C,3
boligportal.dk,2016,apartment,7950,67,8000,Kirkegårdsvej,Aarhus C,3
boligportal.dk,2016,apartment,7463,59,8000,Ankersgade,Aarhus C,2
boligportal.dk,2016,apartment,7880,62,8200,Peder Skrams Gade,Aarhus N,1
boligportal.dk,2016,room,4000,14,8000,Nørre Allé,Aarhus C,1
boligportal.dk,2016,room,4200,17,8200,Aldersrovej,Aarhus N,1
boligportal.dk,2016,apartment,5995,50,8250,Kastanjehaven,Egå,2
boligportal.dk,2016,apartment,8154,58,8260,Engelundsvejs,Viby J,2
boligportal.dk,2016,apartment,9480,67,8000,Kirkegårdsvej,Aarhus C,3
boligportal.dk,2016,room,3900,12,8000,Marselis Boulevard,Aarhus C,1
boligportal.dk,2016,apartment,6000,43,8200,Abildgade,Aarhus N,1
boligportal.dk,2016,apartment,7400,54,8000,Vesterport,Aarhus C,1
boligportal.dk,2016,room,2105,22,8000,Borggade,Aarhus C,1
boligportal.dk,2016,apartment,5000,24,8000,Skovvejen,Aarhus C,1
boligportal.dk,2016,apartment,10500,123,8000,Grønnegade,Aarhus C,3
boligportal.dk,2016,apartment,7450,72,8000,P.P Ørums Gade,Aarhus C,2
boligportal.dk,2016,room,5200,16,8000,Nørre Allé,Aarhus C,1
boligportal.dk,2016,apartment,9895,109,8000,Frederiks Allé,Aarhus C,4
boligportal.dk,2016,apartment,6900,38,8000,Sjællandsgade,Aarhus C,2
boligportal.dk,2016,apartment,7245,63,8000,Ingerslevs Boulevard,Aarhus C,1
boligportal.dk,2016,apartment,12600,172,8240,Grenåvej,Risskov,4
boligportal.dk,2016,room,2100,13,8240,Vestre Srandallé,Risskov,1
boligportal.dk,2016,room,4000,16,8000,Østbanetorvet,Aarhus C,1
boligportal.dk,2016,room,4500,24,8000,Carl Bertelsens Gade,Aarhus C,1
boligportal.dk,2016,room,3900,16,8000,Nordborggade,Aarhus C,1
boligportal.dk,2016,room,4000,16,8000,Åhusene,Aarhus C,1
boligportal.dk,2016,room,4100,22,8200,Ivar Huitfeldts Gade,Aarhus N,1
boligportal.dk,2016,apartment,7200,48,8270,Elverdalsvej,Højbjerg,2
