web-scraper-order,price,address,type_rooms_kvm
1684829445-1475,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829445-1476,7.200,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829445-1477,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829445-1478,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829450-1479,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829450-1480,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829450-1481,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829450-1482,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829450-1483,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829450-1484,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829450-1485,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 40 m2
1684829450-1486,10.895,"Broloftet, Risskov",Lejlighed / 4 vær. / 98 m2
1684829450-1487,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829450-1488,12.200,"Harald Selmers Vej, Risskov",Lejlighed / 3 vær. / 92 m2
1684829450-1489,11.600,"Harald Selmers Vej, Risskov",Lejlighed / 2 vær. / 85 m2
1684829450-1490,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 48 m2
1684829450-1491,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829450-1492,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829450-1493,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829455-1494,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829455-1495,6.900,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 50 m2
1684829455-1496,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829455-1497,9.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 68 m2
1684829455-1498,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829455-1499,7.700,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829455-1500,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 49 m2
1684829455-1501,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 50 m2
1684829455-1502,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 66 m2
1684829455-1503,7.200,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829455-1504,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829455-1505,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 53 m2
1684829455-1506,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 50 m2
1684829455-1507,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829460-1508,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829460-1509,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 79 m2
1684829460-1510,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829460-1511,9.400,"Arresøvej, Risskov",Lejlighed / 3 vær. / 79 m2
1684829460-1512,7.300,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829460-1513,8.950,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829460-1514,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 36 m2
1684829460-1515,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829460-1516,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829460-1517,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829460-1518,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829460-1519,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829460-1520,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 40 m2
1684829465-1521,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829465-1522,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829465-1523,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829465-1524,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829465-1525,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829465-1526,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829465-1527,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829465-1528,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829465-1529,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 49 m2
1684829465-1530,8.900,"Kongevellen, Risskov",Lejlighed / 2 vær. / 64 m2
1684829465-1531,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829465-1532,6.995,"Engsøvej, Risskov",Lejlighed / 2 vær. / 58 m2
1684829470-1533,10.500,"Stockholmsgade, Aarhus N",Lejlighed / 3 vær. / 80 m2
1684829470-1534,10.600,"Thorvaldsensgade, Aarhus C",Lejlighed / 3 vær. / 66 m2
1684829470-1535,13.800,"Amaliegade, Aarhus C",Lejlighed / 2 vær. / 107 m2
1684829470-1536,9.200,"Klokkerbakken, Aarhus V",Lejlighed / 3 vær. / 72 m2
1684829470-1537,12.950,"Fiskergade, Aarhus C",Lejlighed / 3 vær. / 94 m2
1684829470-1538,9.395,"Østergade, Aarhus C",Lejlighed / 2 vær. / 56 m2
1684829470-1539,10.800,"Thorvaldsensgade, Aarhus C",Lejlighed / 3 vær. / 66 m2
1684829470-1540,10.700,"Thorvaldsensgade, Aarhus C",Lejlighed / 3 vær. / 66 m2
1684829470-1541,10.695,"Brassøvej, Risskov",Lejlighed / 4 vær. / 98 m2
1684829470-1542,7.887,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 64 m2
1684829470-1543,9.214,"Østergade, Aarhus C",Lejlighed / 3 vær. / 56 m2
1684829470-1544,8.600,"Lokesvej, Åbyhøj",Lejlighed / 2 vær. / 61 m2
1684829470-1545,7.495,"Borresøvej, Risskov",Lejlighed / 2 vær. / 58 m2
1684829470-1546,9.500,"Thorvaldsensgade, Aarhus C",Lejlighed / 2 vær. / 67 m2
1684829470-1547,8.495,"Brassøvej, Risskov",Lejlighed / 3 vær. / 75 m2
